time,cont,conterr
-2.0,1.843918086967792,0.018
-1.999999001479389,1.8385393039984446,0.023
-1.9999980017600645,1.8998768712332317,0.116
-1.9999970032394534,1.832544877195256,0.089
-1.9999960047188423,1.8557449290389476,0.019
-0.6562519188632328,1.8445013284945886,0.016
-0.6562509203426217,1.839932603201348,0.019
-0.6562499206233059,1.9113472879269002,0.148
-0.6562489221026861,1.8356879009785496,0.065
-0.6562479235820751,1.857203032855939,0.017
-0.6550375020308277,1.8443393169593674,0.017
-0.6550365035102166,1.8392521547534186,0.021
-0.655035503790901,1.9034087227010565,0.143
-0.6550345052702811,1.8352342686799297,0.082
-0.65503350674967,1.8570086190136736,0.019
-0.6216534049723708,1.8465750761454212,0.019
-0.6216524064517597,1.839090143218197,0.021
-0.6216514067324441,1.9194802669950102,0.192
-0.6216504082118242,1.8322532564318577,0.07
-0.6216494096912131,1.8569762167066295,0.017
-0.6144182852355151,1.8445985354157215,0.016
-0.614417286714904,1.8395113732097723,0.018
-0.6144162869955883,1.9071997926252346,0.129
-0.6144152884749685,1.8306331410796446,0.054
-0.6144142899543574,1.8567169982502754,0.016
-0.5880633717280437,1.8459270300045363,0.027
-0.5880623732074326,1.8375024301730285,0.028
-0.588061373488117,1.9334780636381312,0.423
-0.588060374967506,1.8357203032855938,0.1
-0.588059376446886,1.857527055926382,0.024
-0.22351125026761665,1.843561661590305,0.017
-0.22351025174700556,1.8394789709027282,0.021
-0.22350925202769,1.907523815695677,0.156
-0.22350825350707004,1.833160521029097,0.067
-0.22350725498645896,1.8562309636446113,0.018
-0.1984630238496985,1.844047696195969,0.017
-0.1984620253290874,1.8383772924632233,0.02
-0.19846102560977186,1.914036679411574,0.167
-0.1984600270891519,1.8294990603330956,0.06
-0.1984590285685408,1.8556477221178143,0.017
0.1972034446371942,1.846899099215864,0.019
0.19720444315781416,1.8419415462380924,0.023
0.19720544287712993,1.9177953470287084,0.197
0.19720644139774102,1.8339057740911153,0.077
0.1972074399183521,1.859017562050418,0.02
0.20081608142740448,1.8495884907005378,0.022
0.20081707994801556,1.842427580843756,0.026
0.2008180796673309,1.9251182684207113,0.258
0.20081907818795086,1.8339381763981595,0.086
0.20082007670856195,1.8615125396928263,0.024
0.22344446925695305,1.8493940768582724,0.03
0.22344546777757301,1.8459594323115804,0.03
0.2234464674968888,1.9043807919123843,0.17
0.22344746601749987,1.838992936297064,0.098
0.22344846453811096,-2.0,0.023
0.2282881237342802,1.8480331799624135,0.023
0.22828912225489129,1.8414555116324283,0.028
0.22829012197420706,1.9145875186313268,0.233
0.22829112049482658,1.8345214179249565,0.096
0.22829211901543767,1.8592443781997274,0.022
0.2306806486483386,1.8478387661201476,0.017
0.23068164716895811,1.843010822370553,0.02
0.2306826468882739,1.904510401140561,0.127
0.23068364540888497,1.8358823148208154,0.064
0.23068464392949606,1.8611885166223834,0.02
0.26175768121122234,1.8494264791653166,0.02
0.2617586797318334,1.8432052362128184,0.024
0.2617596794511492,1.9217808307951527,0.196
0.2617606779717603,1.8378912578575592,0.08
0.26176167649238025,1.8617069535350916,0.02
0.6311247050296145,1.8544812390642211,0.022
0.6311257035502256,1.8488756399455641,0.028
0.6311267032695413,1.9228501069276134,0.198
0.6311277017901524,1.8435940638973496,0.08
0.6311287003107635,1.8656276326874472,0.019
0.6335819228115889,1.852828721404964,0.026
0.6335829213322,1.8490700537878295,0.029
0.6335839210515157,1.9435875834359408,0.378
0.6335849195721357,1.8361739355842133,0.072
0.6335859180927468,1.8646555634761195,0.029
0.6503262851902751,1.8538007906162917,0.029
0.6503272837108947,1.8480979845765018,0.034
0.6503282834302104,1.9395372950554082,0.465
0.6503292819508215,1.849847709156892,0.165
0.6503302804714326,1.8661460696001555,0.038
0.6526739366119609,1.8536387790810704,0.025
0.652674935132572,1.846899099215864,0.029
0.6526759348518878,1.9572289547015744,0.579
0.6526769333724989,1.8387013155336658,0.088
0.6526779318931188,1.8650119888536065,0.023
0.6599233101406696,1.8526343075626985,0.023
0.6599243086612807,1.8474175361285723,0.027
0.6599253083805965,1.9135830471129545,0.224
0.6599263069012076,1.838992936297064,0.09
0.6599273054218187,1.8647851727042966,0.025
0.669450602870604,1.8527639167908752,0.035
0.6694516013912235,1.8472879269003957,0.033
0.6694526011105393,1.9289093383448899,0.466
0.6694535996311504,1.8413583047112954,0.091
0.6694545981517614,1.8620633789125782,0.042
0.6813843482589141,1.8532499513965397,0.029
0.6813853467795252,1.8489080422526079,0.033
0.6813863453001447,1.9127405871298033,0.217
0.6813873450194605,1.8383448901561792,0.086
0.6813883435400716,1.8660812649860667,0.028
0.6837831819532769,1.854805262134664,0.024
0.683784180473888,1.8470611107510857,0.028
0.6837851801932038,1.9194478646879656,0.203
0.6837861787138149,1.8345862225390448,0.075
0.6837871772344344,1.8642991380986325,0.021
1.045916956013389,1.852828721404964,0.027
1.045917954534,1.84861642148921,0.035
1.0459189542533158,1.9089819195126694,0.242
1.0459199527739353,1.844144903117102,0.117
1.0459209512945464,1.8642991380986325,0.026
1.0542961538178677,1.8529259283260968,0.025
1.0542971523384876,-1.9981854708055213,0.079
1.0542981520578034,-1.9899228825092343,0.334
1.0542991505784145,-1.9797809604043806,0.647
1.0543001490990256,-1.9997083792366017,0.032
1.0578757399353935,1.8545136413712653,0.025
1.0578767384560046,1.8486488237962542,0.029
1.0578777381753204,1.9230121184628346,0.244
1.0578787366959315,1.8351370617587968,0.078
1.057879735216551,1.8651415980817831,0.026
1.0602550059821048,1.8524722960274773,0.034
1.0602560045027158,1.8477739615060589,0.036
1.0602570042220316,2.0,1.478
1.0602580027426516,1.8387985224547987,0.092
1.0602590012632627,1.866696908819908,0.054
1.0710452810458264,1.8515974337372816,0.037
1.0710462795664375,1.847028708444041,0.039
1.0710472792857533,1.9825351565031428,1.085
1.0710482778063644,1.8428164085282872,0.126
1.0710492763269843,1.8628410342816406,0.038
1.0734970830821533,1.8552912967403277,0.022
1.0734980816027644,1.849394076858272,0.025
1.0734990813220802,1.9107316440930595,0.178
1.0735000798426912,1.8354286825221955,0.063
1.0735010783633023,1.8667941157410408,0.023
1.0914557016668769,1.8540924113796904,0.022
1.0914567001874969,1.8480979845765018,0.025
1.0914576999068122,1.9386624327652129,0.316
1.0914586984274233,1.8412286954831183,0.083
1.0914596969480344,1.866113667293111,0.021
1.1021971750844926,1.8541572159937787,0.026
