time,cont,conterr
-2.0,1.7553403082097638,0.005
-1.9999990014862412,1.7138468006662246,0.004
-1.9999980017737775,1.8819876780776505,0.09
-1.9999970032600187,1.692081305282903,0.005
-1.9999960047462602,1.8002943031322265,0.007
-0.6562387367527929,1.7555020132274706,0.005
-0.6562377382390343,1.7145906437476754,0.004
-0.6562367385265704,1.8842192073220034,0.11
-0.6562357400128118,1.6927928073608127,0.005
-0.656234741499053,1.801523261266797,0.008
-0.6550468014068056,1.7556960592487183,0.005
-0.6550458028930468,1.714817030772465,0.004
-0.6550448031805918,-1.9969276046635727,0.1
-0.6550438046668332,1.6922106692970682,0.005
-0.6550428061530744,1.8012645332384665,0.008
-0.6430929183102634,1.755566695234553,0.005
-0.6430919197964959,1.7144936207370516,0.005
-0.6430909200840407,1.8928219142639997,0.119
-0.6430899215702821,1.692340033311234,0.006
-0.6430889230565233,1.801296874242008,0.008
-0.621662874711771,1.755534354231012,0.005
-0.6216618761980035,1.7143965977264273,0.004
-0.6216608764855485,1.8837664332724247,0.087
-0.6216598779717897,1.6930191943856014,0.005
-0.6216588794580311,1.801232192234925,0.008
-0.6144278070235671,1.7554696722239291,0.005
-0.6144268085097997,1.714234892708721,0.004
-0.6144258087973447,1.8835723872511765,0.09
-0.6144248102835861,1.6925664203360231,0.006
-0.6144238117698273,1.7971895667922575,0.008
-0.6108663733505493,1.7554049902168463,0.005
-0.6108653748367907,1.7140731876910142,0.004
-0.6108643751243357,1.8820200190811924,0.103
-0.6108633766105769,1.692663443346647,0.005
-0.6108623780968181,1.801296874242008,0.008
-0.2235234558673993,1.7555990362380944,0.005
-0.22352245735363185,1.7144289387299687,0.004
-0.2235214576411766,1.8781067576526902,0.097
-0.22352045912741803,1.6928574893678952,0.005
-0.22351946061365924,1.8017173072880452,0.008
-0.19847539894640742,1.7557607412558012,0.005
-0.19847440043264886,1.7146553257547583,0.004
-0.19847340072018493,1.8826991801555604,0.079
-0.19847240220642637,1.6928574893678952,0.005
-0.19847140369266758,1.801490920263256,0.007
0.1971883518682902,1.7557930822593426,0.007
0.197189350382049,1.7150110767937128,0.006
0.19719035009450403,1.8829902491874324,0.094
0.19719134860826282,1.6924693973253988,0.007
0.19719234712203004,1.8020083763199173,0.01
0.2282728212417724,1.7554049902168463,0.005
0.22827381975553074,1.7144936207370516,0.004
0.22827481946799466,1.8868388286088518,0.112
0.22827581798175345,1.6919196002651962,0.005
0.22827681649551224,1.8017496482915867,0.008
0.23066532853835797,1.7551786031920567,0.005
0.23066632705211676,1.7143965977264273,0.004
0.2306673267645718,1.887615012693844,0.1
0.2306683252783306,1.6932132404068496,0.005
0.2306693237920978,1.8016526252809628,0.008
0.6311065793210431,1.7557284002522597,0.013
0.6311075790334981,1.7159489658964118,0.021
0.6311085775472653,-1.9963454665998286,0.118
0.6311095760610241,1.693568991445805,0.017
0.6311105757734792,1.8015556022703385,0.017
0.6335638353802922,1.7553726492133048,0.005
0.6335648338940598,1.7147523487653826,0.004
0.6335658336065149,1.8850924144176195,0.104
