#Table1
sdss_ra,sdss_dec,wise_ra,wise_dec,r,w1,oiii_5007_flux,h_alpha_flux,h_beta_flux,nii_6584_flux,H_FWHM,forbidden_FWHM,class,subclass,w1mpro,w2mpro,w3mpro,wise_cntr,sdss_objid,specobjid
226.539053664007,25.7827728074202,226.5390438,25.7828212,16.22483,10.967,71.18873,457.5656,92.03091,270.8259,168.4908,191.3045,GALAXY,STARFORMING,10.967,10.846,7.055,2266125701241021524,1237665180062908454,2423060084700506112
141.327784055669,55.5876133188783,141.3278208,55.587659,16.52672,11.872,69.69997,111.7822,45.12333,104.7248,455.8072,350.7191,GALAXY,BROADLINE,11.872,11.91,11.083,1413156001241011532,1237653614796275775,624967395047401472
176.343338426308,-1.87672797634656,176.3434298,-1.8766975,17.18284,12.208,42.79592,49.43196,19.54442,34.58287,253.593,205.8387,GALAXY,BROADLINE,12.208,12.332,10.685,1769001601241007074,1237671139869720587,369455461549762560
185.842797261935,6.04072187724697,185.8428244,6.040749,15.62571,11.126,374.064,1634.89,360.9016,2166.352,370.0291,425.2549,GALAXY,AGN,11.126,11.119,8.259,1853106001241014339,1237655126620438619,3242713303390119936
49.3725321421868,40.396507527789,49.3725318,40.3965586,16.75808,12.113,63.08224,65.04338,20.32691,76.72047,2.35482,159.9133,GALAXY,BROADLINE,12.113,12.22,11.02,494140801241003778,1237670457510986524,1874691289665005568
232.069682853629,42.9440726780714,232.0696985,42.9441498,15.46472,10.643,208.303,350.3691,129.9215,427.3832,472.6078,416.4559,GALAXY,BROADLINE,10.643,10.664,9.611,2325142401241043559,1237662303514460166,1184534154545489920
177.948421936664,48.6831480147255,177.9484805,48.6832792,15.00808,10.176,1210.058,6989.356,2189.936,3413.577,161.7979,177.1753,GALAXY,STARFORMING,10.176,10.033,5.959,1777148401241029135,1237658611446579219,1628173912514783232
188.00636959673,66.3325960141513,188.0065738,66.3326256,15.35398,10.821,235.1591,342.1269,157.5915,294.4908,343.648,272.2673,GALAXY,AGN BROADLINE,10.821,10.911,10.391,1892166601241008422,1237651271364182086,556216851219113984
261.463935160675,60.1941246995509,261.4639624,60.1941296,15.8334,11.658,100.7862,1753.893,371.5432,818.918,316.5374,319.5341,GALAXY,STARFORMING,11.658,11.591,8.386,2610160501241015431,1237651298186952745,412190450418477056
144.491654190173,25.494788594649,144.4917273,25.4948563,16.40564,11.237,71.87603,126.1507,43.34217,145.7198,127.8511,166.3451,GALAXY,BROADLINE,11.237,11.28,8.983,1450125701241008708,1237667112260665437,2582986260888971264
134.710285015534,6.29299450367449,134.7103029,6.2931004,15.81365,10.584,474.108,11551.39,2923.707,5544.387,210.9687,200.0638,GALAXY,STARBURST,10.584,10.385,6.354,1351106001241023355,1237660412111618152,1341019676557207552
171.624142848194,16.8634172389517,171.6241857,16.8635007,16.04572,10.229,148.7356,347.2112,120.2066,232.6358,113.8508,146.8584,GALAXY,BROADLINE,10.229,10.196,9.083,1713116601241026995,1237668585433989215,2813697604540459008
193.407825208221,27.7843038675931,193.4078774,27.7843248,16.15152,11.757,74.52492,257.6749,101.1698,157.1478,476.9988,409.815,GALAXY,AGN BROADLINE,11.757,11.846,11.229,1926127201241031474,1237667323797110836,2522125531751671808
140.153886481682,33.0747152764427,140.1539999,33.0747743,16.7389,11.548,322.9424,1393.726,273.2791,952.0886,315.8279,416.3535,GALAXY,STARFORMING,11.548,11.448,8.142,1403133301241008867,1237661383307034766,1792572339834087424
176.288584887456,49.7187837348816,176.2886033,49.7187742,15.4921,10.92,204.4987,613.8288,220.8447,774.0873,485.1671,418.9892,GALAXY,AGN BROADLINE,10.92,10.97,10.188,1765149901241011380,1237658613056733296,1088894512845056000
180.798209978367,19.7288344065913,180.7982884,19.7287984,16.26205,10.52,90.90462,216.7457,77.39585,262.5958,403.9828,464.9997,GALAXY,BROADLINE,10.52,10.536,8.416,1808119601241018580,1237668297665478703,2936394036228941824
214.083009069471,8.29346283272457,214.0830682,8.293518,16.23653,11.129,174.6235,311.126,106.744,350.9389,329.6801,332.3323,GALAXY,AGN,11.129,11.219,9.999,2135107501241035659,1237662236942139467,2037912979898394624
26.7465078738651,13.1251322241058,26.7465099,13.1251676,16.68252,10.933,97.33463,415.9179,91.89371,423.598,212.4514,286.2555,GALAXY,AGN,10.933,10.927,7.78,263113601241001631,1237653650772590646,483071013953759232
117.499788924803,30.746882496828,117.49982,30.746937,16.34369,11.811,154.2365,173.0696,44.782,245.4339,182.2882,307.114,GALAXY,BROADLINE,11.811,11.854,10.854,1182130201241023818,1237657594609467680,1002128201117362176
48.6988785272223,42.2226951321638,48.6989249,42.2227122,16.49227,10.326,75.94299,427.9624,116.3211,450.9983,163.0831,185.8669,GALAXY,STARFORMING,10.326,10.384,8.804,485142401241013444,1237661059573809632,1874714654287095808
183.540062707987,54.5266462509943,183.5401381,54.5265709,14.93807,9.172,6863.945,164078.1,8340.336,16486.71,202.5315,212.3108,GALAXY,STARBURST,9.172,8.547,4.113,1838154501241020781,1237658916918984718,1147363793622296576
183.540387227432,54.5259364166358,183.5401381,54.5265709,16.8276,9.172,2749.29,16598.63,3270.262,7289.781,213.0152,211.1583,GALAXY,STARBURST,9.172,8.547,4.113,1838154501241020781,1237658916918984716,1146172197308491776
175.225712644816,-2.69468236628198,175.2257717,-2.694656,16.65203,12.153,68.7897,70.48476,28.71009,54.77916,335.0969,309.119,GALAXY,BROADLINE,12.153,12.268,12.066,1754003101241023137,1237671128050696323,369360353793959936
150.529335504371,3.05768775342507,150.5293508,3.0577239,16.07808,11.461,1802.648,2483.975,629.8487,1633.201,217.0773,220.471,GALAXY,AGN,11.461,11.253,8.011,1512103001241020880,1237654599952957574,564176496139200512
236.74535991144,17.8841845689345,236.745318,17.8841634,15.56437,11.155,1217.125,18414.09,5218.981,7463.471,202.4998,171.7331,GALAXY,STARBURST,11.155,10.843,6.302,2363118101241014410,1237665549435863188,2439844679705978880
39.4563428398457,-9.43227251002141,39.4562573,-9.4322462,16.66185,12.781,4887.686,9668.336,2969.354,2144.424,184.2829,169.1732,GALAXY,STARBURST,12.781,12.37,8.038,398009101241010194,1237652899154493509,512297408902752256
154.142232393313,21.1230579459861,154.1422976,21.1230691,15.31449,9.477,317.4641,5090.066,910.9386,3208.31,193.7951,212.243,GALAXY,STARFORMING,9.477,9.214,4.907,1533121201241014204,1237667536935256133,2662777806546561024
205.658946420458,24.4650593226489,205.6589785,24.4650952,16.54644,11.458,73.63195,135.7106,46.78571,163.5085,436.0912,408.9824,GALAXY,BROADLINE,11.458,11.509,10.442,2064124201241025841,1237667912748957769,3001771543278675968
210.573289776268,7.68416418100177,210.5733154,7.6841298,16.05145,10.873,259.3118,5628.224,1030.79,2701.798,233.8144,240.0072,GALAXY,STARBURST,10.873,10.699,6.678,2105107501241020214,1237661972807286794,2035784606673823744
201.002949565026,9.71019235794437,201.0030753,9.710243,15.96274,10.561,231.1316,486.9748,102.2334,786.7202,468.0867,448.8042,GALAXY,BROADLINE,10.561,10.511,7.604,2006109001241032585,1237662263773888530,2026722152060839936
208.629884398391,15.0441295960692,208.6299807,15.044197,15.2294,10.322,2322.263,11302.42,2452.829,6562.333,226.1229,245.3305,GALAXY,STARBURST,10.322,9.987,5.87,2081115101241018736,1237668348133310510,3088402889551407104
210.455017447401,37.0093908507158,210.4551327,37.0094681,15.75154,10.913,142.616,240.4028,56.17383,329.9475,181.3925,237.658,GALAXY,BROADLINE,10.913,10.968,8.779,2107136301241038438,1237664294762315783,1848782400000124928
49.5937534686477,41.4097756365822,49.5937374,41.4098154,16.82689,10.689,47.51338,456.9527,104.6673,285.7814,429.3147,448.3319,GALAXY,BROADLINE,10.689,10.729,9.152,494140801241040544,1237661055281725940,1874750663292905472
115.509738996483,33.2078334029346,115.5098018,33.2078135,17.75128,12.582,70.26254,854.0805,201.9345,405.7342,339.0974,359.5449,GALAXY,STARFORMING,12.582,12.465,9.053,1151133301241017871,1237674366991925626,609271861410293760
231.53312861497,41.6760758815179,231.5331695,41.6760225,15.64895,9.717,460.6145,13217.05,1765.048,7286.8,302.2928,308.7181,GALAXY,STARBURST,9.717,9.446,5.145,2305142401241000003,1237662301903978605,1889262025423480832
148.706500405545,9.27107701783245,148.7066481,9.2713205,15.71592,11.34,2177.013,24878.14,6676.039,9547.86,167.8887,149.8947,GALAXY,STARBURST,11.34,11.058,6.509,1485109001241024584,1237661063879000073,1470426702990567424
131.105993513145,55.024345370599,131.1060093,55.0244005,16.44213,11.832,56.21196,78.98113,31.91691,84.84783,218.0939,254.074,GALAXY,BROADLINE,11.832,11.926,11.235,1302154501241032337,1237651272962211932,502297900236171264
354.671675462456,15.9546208092885,354.6717603,15.9547455,15.95156,9.826,118.2134,404.7256,78.9101,468.7492,274.568,302.7245,GALAXY,BROADLINE,9.826,9.808,7.224,3552116601241006390,1237652944783671379,841205047810353152
211.206123166227,11.3955076946301,211.20618,11.395511,15.58063,11.29,585.2499,287.0373,96.83932,278.4561,314.7852,355.0029,GALAXY,BROADLINE,11.29,11.387,10.746,2116112101241005256,1237662199350165554,1917549442089641984
49.2777807501099,-6.50216874776212,49.2777477,-6.5021242,16.41966,11.907,475.681,925.1013,265.1546,377.6988,114.1876,131.8805,GALAXY,STARFORMING,11.907,11.961,9.779,486006101241013441,1237649963528618035,516954115775948800
139.900148109531,33.4283288803067,139.9001773,33.4283556,16.41021,11.7,80.14186,119.0334,51.2449,142.0237,303.9693,267.4453,GALAXY,BROADLINE,11.7,11.785,10.807,1403133301241020030,1237661383843905652,1792567117153855488
190.986217533243,32.1707437345084,190.9862704,32.1703039,16.57584,13.275,26469.81,14215.46,4141.521,289.1529,104.5026,94.34733,GALAXY,STARBURST,13.275,12.715,8.128,1905131801241027766,1237665226770808891,2223789267857991680
212.61986224556,59.2596974116932,212.6199058,59.2596657,16.58835,11.925,59.13407,115.2814,24.54325,153.4069,345.2596,327.255,GALAXY,BROADLINE,11.925,11.935,10.936,2131159001241028522,1237655464311586888,887264141398534144
32.2445070641098,-7.76680971085414,32.244466,-7.7667937,15.77324,10.626,101.2632,214.1108,91.96197,104.1592,226.8727,225.2898,GALAXY,,10.626,10.688,10.099,320007601241013154,1237679437739524213,751085500193859584
159.882750829581,5.10760135185437,159.8827756,5.1075812,15.82305,10.839,173.1686,2519.285,519.1756,1085.802,220.8489,242.1331,GALAXY,STARFORMING,10.839,10.621,6.456,1594104501241029730,1237654602104569933,650862819251611648
187.066198071617,2.70082927959586,187.0656001,2.7003724,17.1773,14.058,135.2468,251.8301,76.35136,53.95197,114.5679,106.2542,GALAXY,STARFORMING,14.058,13.98,11.626,1875103001241005342,1237651754013425716,585575742083983360
120.748915191958,15.1410147664054,120.7493164,15.1413492,17.12083,12.443,52.36721,379.9902,80.34161,251.7317,229.5783,311.6378,GALAXY,STARFORMING,12.443,12.374,9.061,1205115101241018126,1237667107960848456,2551441532989237248
135.493309474634,60.1517265933805,135.4933592,60.1517818,15.36799,10.261,2876.047,9504.388,2037.056,3954.461,273.2824,279.0793,GALAXY,STARBURST,10.261,9.776,6.29,1350160501241013302,1237663530263379983,2009900458100942848
174.535628252999,58.7582805016049,174.5357676,58.7583049,14.88461,10.693,209.1584,357.765,141.8693,214.5067,261.0313,264.3048,GALAXY,,10.693,10.728,9.974,1756159001241008236,1237655107301867597,1071863898556098560
198.896262393842,62.1245643066461,198.8957952,62.1246992,16.46372,10.822,2782.235,15612.58,2835.161,6373.422,259.5209,258.5933,GALAXY,STARBURST,10.822,10.048,5.239,1989162001241021634,1237655370364682248,881742943541553152
50.3114290916008,40.2536402120109,50.3114427,40.2536342,16.98076,11.83,87.94145,164.4708,44.57708,200.7354,267.9537,267.9586,GALAXY,,11.83,11.917,11.102,494140801241000048,1237661082662797430,1875775408381650944
144.869318401181,33.8489644422751,144.8693265,33.8490141,17.00359,12.033,736.9949,2895.579,772.2027,792.3568,153.6098,153.0667,GALAXY,STARBURST,12.033,11.989,8.392,1439133301241030053,1237661381698125881,1794719686076688384
14.9171573857183,15.3310017110547,14.9171315,15.3310312,15.74664,10.914,3190.005,1626.058,361.6836,3140.456,412.8794,414.3051,GALAXY,AGN,10.914,10.816,7.884,156115101241023827,1237649920576258107,474121539076253696
139.416304483031,52.9929109115854,139.4160505,52.9928346,15.53375,10.502,561.1763,704.627,176.9318,620.0989,120.6973,137.5494,GALAXY,AGN,10.502,10.467,8.112,1405153001241022185,1237654381978386583,622779087550703616
197.881071030152,36.281755365125,197.8799512,36.2819947,17.92651,10.578,713.5428,5085.056,1246.748,1440.984,97.95302,97.84315,GALAXY,STARBURST,10.578,10.377,6.44,1977136301241019700,1237664852564049932,2269976453896497152
197.880155332744,36.2820490012676,197.8799512,36.2819947,16.41085,10.578,560.5691,4496.923,1035.339,1445.838,98.41727,101.3418,GALAXY,STARFORMING,10.578,10.377,6.44,1977136301241019700,1237664852564049931,2287908939058145280
132.043556226222,29.4913714975218,132.0436222,29.4914019,16.72613,11.761,143.0314,116.3248,41.55226,214.0062,251.3999,333.9919,GALAXY,,11.761,11.814,10.418,1320128701241031665,1237661087496995076,1788077810758215680
13.2183715957881,-0.0743916325701628,13.2183075,-0.0742936,18.37634,13.508,199.4774,1687.322,434.6039,639.6384,169.4627,175.7148,GALAXY,STARBURST,13.508,13.129,8.861,136100001241016141,1237657190910984243,443653248780363776
154.594481981841,45.9546514277794,154.5946128,45.9547586,16.49509,11.379,67.62151,161.1562,39.88143,201.4591,210.4129,276.7205,GALAXY,,11.379,11.452,9.253,1555145401241038797,1237658613050179717,1062986445112764416
10.0439750878285,-10.4406108671951,10.0442536,-10.4405314,17.02207,12.257,354.336,1476.273,432.2445,691.6788,171.1275,209.41,GALAXY,STARFORMING,12.257,12.103,8.719,107010701241023382,1237652946919358473,737527697172883456
172.082976315919,27.6220883909691,172.0830109,27.6221318,16.55354,12.317,356.1149,187.7365,35.22143,300.0123,239.1324,317.5942,GALAXY,,12.317,12.137,9.771,1723127201241023463,1237667431180468261,2497360406608111616
181.123588928102,20.3162826670009,181.123658,20.3163229,16.27748,10.394,10052.32,4444.403,1014.214,5008.233,437.0505,383.3257,QSO,AGN,10.394,9.653,6.491,1808119601241032056,1237667915955634219,2936499589345208320
166.668594867283,20.0855362909649,166.6686564,20.0855818,15.32374,10.89,253.2187,446.0435,155.6001,109.0534,141.956,148.371,GALAXY,BROADLINE,10.89,10.938,10.307,1664119601241024980,1237668294982631441,2801239312711051264
196.466476534023,41.7219197446245,196.466537,41.7218465,15.35116,10.575,79.49393,1227.583,263.3401,524.75,110.048,156.0274,GALAXY,STARFORMING,10.575,10.425,6.231,1961142401241001759,1237662194530254936,1641565689917499392
192.83303222732,31.059624422193,192.8331112,31.0596855,16.08976,11.623,100.8902,86.78221,32.42779,108.0469,187.3059,207.2866,GALAXY,BROADLINE,11.623,11.695,10.305,1923131801241001742,1237665328781525034,2521035364345341952
203.907454930934,7.54519658783122,203.9074515,7.5452594,16.76836,11.12,73.96794,179.2886,45.83487,229.0562,300.0915,366.5866,GALAXY,BROADLINE,11.12,11.173,9.329,2044107501241023921,1237671992949342322,2027888188705499136
172.841799944783,32.7063308962347,172.8419101,32.7063567,16.20137,11.296,103.2341,1796.589,374.0042,841.0414,279.1671,304.2191,GALAXY,STARFORMING,11.296,11.222,7.633,1727133301241003156,1237665369582731290,2222644946031110144
5.1074279304392,0.826360837345114,5.1074294,0.826313,16.99529,11.628,82.27954,2517.918,505.3761,957.5192,188.1034,205.9167,GALAXY,STARFORMING,11.628,11.498,7.763,45101501241000012,1237657191981187126,439212870853486592
181.948410605977,67.3837744123058,181.948522,67.3838336,15.6783,11.239,2068.018,5943.818,1459.279,2443.335,126.0258,144.184,GALAXY,STARBURST,11.239,11.219,8.006,1818166601241037820,1237651538711740460,555123662487840768
210.442007930398,9.49027864946119,210.4420332,9.490322,16.36284,11.256,120.3626,234.7828,79.75938,216.8107,294.1461,315.8513,GALAXY,BROADLINE,11.256,11.305,9.501,2098109001241032057,1237662264314822691,2034639465296717824
192.170918472008,34.4776019117165,192.1710625,34.4775991,16.71532,12.231,3338.761,8981.012,2546.273,1789.353,128.1059,129.4297,GALAXY,STARBURST,12.231,12.043,7.939,1918134801241012797,1237665128009695235,2237289896777639936
50.3925238215328,41.5061613782787,50.3925253,41.5062908,17.00854,10.794,87.45499,188.103,38.51067,316.6233,299.3919,364.0754,GALAXY,BROADLINE,10.794,10.79,8.974,494140801241036923,1237661055818793331,1874777051571972096
167.661910253779,3.75543902769542,167.6619535,3.7554851,16.47409,12.184,1194.544,2329.86,703.7169,1132.153,239.9306,256.0443,GALAXY,STARFORMING,12.184,12.132,8.815,1678103001241031735,1237654604255264924,654164103199221760
162.300562080498,22.0160071206609,162.3006616,22.0160068,16.09288,10.944,134.8342,255.7835,79.38587,251.4209,452.5711,395.0516,GALAXY,BROADLINE,10.944,10.983,9.329,1628122701241005771,1237667536401727594,2793418210567809024
210.642527809021,14.5525480679706,210.6425889,14.5525972,15.36806,10.836,145.5356,197.6694,71.17275,177.0869,246.372,289.8402,GALAXY,BROADLINE,10.836,10.906,10.319,2113115101241006906,1237662531138355207,1918634924525512704
239.151662619617,41.880710627413,239.1517285,41.8806487,15.75367,11.283,1271.243,6149.114,1636.342,2882.77,165.4907,182.8033,GALAXY,STARBURST,11.283,10.939,6.543,2386142401241001869,1237661386540253193,1501968664042170368
127.374994443148,31.6754838159817,127.3750561,31.6754722,15.90265,11.2,237.8362,1424.602,378.2467,1030.707,255.8349,301.0335,GALAXY,STARFORMING,11.2,11.195,8.464,1270131801241017108,1237658191074558104,1049354150296446976
200.608870085647,-2.41827730189995,200.6088916,-2.4182325,16.23847,11.294,124.5564,3593.997,809.8279,1491.908,163.9794,175.6962,GALAXY,STARFORMING,11.294,11.175,7.416,2011003101241040542,1237655498663133278,383973403150804992
163.283790420204,33.9103638294457,163.2836621,33.9102369,16.49561,11.124,284.6534,2336.337,727.3481,805.7728,116.7979,122.2547,GALAXY,STARFORMING,11.124,10.942,6.766,1637133301241035953,1237665129609887801,2232732965417281536
21.6079884880959,-8.56423757080596,21.6079459,-8.5641574,16.50156,12.202,68.39828,114.1185,52.22805,37.00938,272.7081,339.1838,GALAXY,BROADLINE,12.202,12.296,11.529,214009101241030737,1237652901831180401,3240444460408006656
138.357871653871,52.9813126181144,138.3577122,52.9816822,15.17034,10.867,228.3233,352.1212,130.4644,332.0574,437.0862,374.7555,GALAXY,BROADLINE,10.867,10.932,9.837,1380153001241017988,1237654382515060810,622766443166984192
194.646608296653,27.59640874119,194.6466855,27.5963652,15.87801,10.679,92.66433,980.7279,203.3089,586.5858,258.1265,294.7079,GALAXY,STARFORMING BROADLINE,10.679,10.606,7.463,1943127201241028460,1237667323797635092,2522158791978412032
252.084422169674,62.97641567071,252.0849251,62.9766237,16.44506,10.46,221.8488,5413.769,1058.584,1898.237,145.5512,138.8041,GALAXY,STARBURST,10.46,10.128,5.602,2510163601241000007,1237671939266445436,393022933754210304
116.703562851194,43.3748296258557,116.7036235,43.3748914,16.67127,11.705,43.36893,94.28511,30.17632,106.5497,297.7952,250.0388,GALAXY,BROADLINE,11.705,11.765,10.448,1165143901241003214,1237651496830239120,488732400415696896
10.0439750878285,-10.4406108671951,10.0429806,-10.4404455,17.02207,13.22,354.336,1476.273,432.2445,691.6788,171.1275,209.41,GALAXY,STARFORMING,13.22,12.968,9.415,107010701241023383,1237652946919358473,737527697172883456
181.057656236366,20.2097023044408,181.0576886,20.2097987,16.75897,11.318,80.82633,255.1709,54.47095,282.4006,340.773,408.6929,GALAXY,BROADLINE,11.318,11.3,9.173,1808119601241032062,1237667915955568665,2937581233942587392
180.437135577605,20.3283161267615,180.4371991,20.3283778,16.65803,11.934,4479.838,1518.775,390.6733,2631.448,381.1457,373.6568,GALAXY,AGN,11.934,11.935,9.041,1808119601241035142,1237667915955372035,2936465504484747264
167.416466505015,5.35020644475897,167.416513,5.3502434,16.46502,12.052,184.2695,116.3211,47.16758,146.4065,198.1698,254.2463,GALAXY,,12.052,12.137,11.298,1670106001241001571,1237654602107846772,654297968739903488
166.852846695083,21.6570828019423,166.8528728,21.6571736,15.85295,10.68,343.7132,6183.866,1161.251,3451.635,229.2356,236.8336,GALAXY,STARBURST,10.68,10.564,6.799,1662121201241025958,1237667782827376706,2801414959693588480
179.717513072601,42.7224739656032,179.7178084,42.7223829,15.89678,8.852,869.8339,1650.313,293.9069,1309.402,160.6516,174.3995,GALAXY,AGN,8.852,8.455,4.456,1800142401241026061,1237662195061686301,1629340769900849152
137.713855483842,2.97709496592638,137.7139382,2.9771855,16.67685,11.236,35.96411,92.65132,63.29774,103.941,493.0949,461.9167,GALAXY,BROADLINE,11.236,11.313,9.921,1376103001241018656,1237654604779094073,637276152372684800
213.670507701504,13.3781709641749,213.6707094,13.3784361,16.9529,12.645,782.5197,2808.334,743.0601,655.5192,159.3635,162.2361,GALAXY,STARFORMING,12.645,12.548,8.671,2141113601241010709,1237662530065924147,1920916965338146816
61.561345226452,-5.65186870050953,61.5612824,-5.6518528,16.67966,11.658,107.8025,2591.967,645.3887,1103.613,151.7282,148.905,GALAXY,STARFORMING,11.658,11.598,8.066,622006101241023852,1237649962460184728,523602037720508416
50.7244591958703,42.5533957607304,50.7241859,42.5535903,17.80063,11.117,60.98048,139.6015,29.78526,142.9785,230.1428,248.7476,GALAXY,,11.117,11.178,9.438,505142401241022803,1237661061184882135,1875903501486286848
50.7234990688136,42.5534518634238,50.7241859,42.5535903,21.84489,11.117,41.38725,111.9505,41.11842,91.13499,137.0054,203.6525,GALAXY,,11.117,11.178,9.438,505142401241022803,1237661061184882154,1874781174740576256
174.494785053218,59.6169394385132,174.4948675,59.6169366,15.30832,10.471,156.8089,744.3316,226.3329,696.9832,317.2477,319.2617,GALAXY,AGN BROADLINE,10.471,10.439,7.411,1756159001241038956,1237655108375674883,3243838103667894272
219.378196224056,51.5618609207614,219.3783314,51.5618161,15.2331,9.893,269.316,754.3617,203.2472,522.283,322.0256,322.8745,GALAXY,BROADLINE,9.893,9.905,8.736,2193151401241021355,1237661416603910212,1494128321787619328
194.391191533255,28.4822571614252,194.3912665,28.4823012,15.83399,11.018,47.56027,116.3672,46.39805,126.2191,217.1743,202.7404,GALAXY,BROADLINE,11.018,11.11,10.05,1937128701241014148,1237665440441892890,2523231921132038144
205.300126476504,1.77978239879327,205.3001509,1.7798627,16.58722,12.582,2545.94,6880.708,2119.171,1973.572,152.5773,150.0479,GALAXY,STARBURST,12.582,12.381,8.268,2057101501241028373,1237671957518876723,595671728315721728
240.517782999862,17.0758548718497,240.5178221,17.0758983,15.92508,10.898,91.32575,181.6204,59.40524,300.6671,394.0937,396.0413,GALAXY,AGN BROADLINE,10.898,10.93,8.963,2405116601241029065,1237665549974306996,2475887489911384064
126.00675637209,21.0272118844823,126.0069722,21.0272964,16.35958,10.533,40.51833,131.3323,23.6398,98.23698,181.1106,259.7679,GALAXY,BROADLINE,10.533,10.555,8.028,1259121201241010302,1237673808657121544,2169641611795916800
126.755810336382,21.7067641996218,126.7558426,21.7068205,15.8653,11.242,244.1948,261.6507,81.53497,445.3258,87.09431,178.0431,GALAXY,BROADLINE,11.242,11.318,9.459,1275121201241037069,1237664835926098107,2169769704900552704
194.590959146639,27.9677800604517,194.5909935,27.9677888,16.2444,11.381,56.32207,286.9741,77.65857,226.6727,339.509,333.2358,GALAXY,AGN BROADLINE,11.381,11.416,9.912,1943127201241033560,1237667444048527399,2522154943687714816
199.35603240284,9.32219756299381,199.3560494,9.3222323,16.38923,11.59,58.81107,105.2566,37.61586,122.8866,217.7052,266.9906,GALAXY,,11.59,11.669,10.325,1991109001241027199,1237662263236296766,2024410153431885824
120.984876880997,8.69967449990671,120.9848495,8.6995133,16.49127,11.728,1000.866,3278.345,974.8807,907.5422,129.3979,134.7816,GALAXY,STARFORMING,11.728,11.544,7.472,1210109001241010889,1237671262266982600,2723577782616483840
14.0728862085796,-0.369672100695008,14.0725386,-0.3692493,16.85694,12.015,25.7137,45.11355,14.50603,59.13488,265.3237,389.0316,GALAXY,,12.015,12.014,10.812,136100001241009622,1237663783666712588,443611192460601344
9.39921669935791,0.280680579487916,9.3992031,0.2807274,16.51459,11.051,1796.376,3303.951,736.6923,2371.508,249.6736,304.8552,GALAXY,AGN,11.051,10.922,7.207,90100001241024005,1237657191446216734,441494905441773568
243.513702544039,14.2821214761694,243.5137168,14.2820966,16.38725,10.908,126.8201,550.9326,114.5313,670.4665,292.4706,341.4043,GALAXY,AGN,10.908,10.885,8.505,2436113601241036937,1237665530651082852,2845305271897581568
221.374642904322,3.9240472197258,221.3746729,3.9240692,16.69204,12.239,29.53423,120.0485,38.35725,195.5488,422.1354,310.0668,GALAXY,,12.239,12.253,11.888,2217104501241005560,1237654880202981522,661045391185176576
144.580410378991,9.44598087994806,144.5803304,9.446067,16.24988,11.253,103.2959,545.1429,132.2756,248.8441,239.2741,243.2228,GALAXY,STARFORMING,11.253,11.293,8.944,1439109001241028692,1237661064950972522,1468209812620732416
48.3509845720448,-8.2124084594628,48.3509536,-8.2124132,15.9915,11.247,260.0429,608.4916,175.2333,316.27,289.403,309.7455,GALAXY,STARFORMING,11.247,11.22,9.751,488007601241004702,1237649961380610114,516825747793405952
4.94721446320318,0.590757857461549,4.9472117,0.5908247,16.64785,12.327,2370.675,1524.996,439.3545,1176.798,212.1602,229.4307,GALAXY,AGN,12.327,12.335,9.556,45100001241028889,1237663277929922594,439203799882557440
117.645920015357,16.3685633389385,117.6459826,16.3685865,15.98475,10.643,94.45359,175.5919,78.86882,219.9313,397.4516,463.9905,GALAXY,BROADLINE,10.643,10.708,9.461,1179116601241009720,1237664874576937162,2162916173979609088
141.221713330316,41.060172256191,141.2218445,41.0603188,16.22548,10.745,158.6263,5799.539,1240.925,2790.235,193.1513,183.806,GALAXY,STARBURST,10.745,10.576,6.655,1404140801241028675,1237658205034643463,1057284103302309888
142.555496676838,49.4883206586693,142.5555851,49.4883392,15.66066,11.032,93.07463,517.9783,116.516,368.8078,322.5898,318.0965,GALAXY,BROADLINE,11.032,11.025,8.792,1416149901241000010,1237657771244388358,1014509252775012352
148.825253583472,4.27001785480972,148.8252176,4.270005,16.00323,10.825,2969.591,16946.53,4203.848,8326.551,156.9229,149.7846,GALAXY,STARBURST,10.825,10.634,6.186,1488104501241009882,1237654605857685577,643052987270326272
234.132010656671,16.6078121423707,234.1320345,16.6077128,15.09957,9.662,200.5896,946.1257,217.6756,667.1895,230.806,259.1959,GALAXY,AGN BROADLINE,9.662,9.521,5.897,2342116601241022170,1237667966962434077,3132375113912051712
188.144823434446,45.7676645319975,188.1448644,45.7677313,15.11091,10.935,961.3674,12253.38,2898.773,5967.541,191.7957,195.1239,GALAXY,STARBURST,10.935,10.687,6.313,1874145401241029730,1237661852007268357,1544824608635512832
3.02537989580843,-0.415207137219576,3.0253446,-0.4151515,15.97313,11.056,150.1393,152.5684,78.27047,140.4799,405.5772,336.9371,GALAXY,BROADLINE,11.056,11.144,10.633,30100001241012564,1237663783661862990,438062230173411328
205.000603442594,4.67751672970984,205.0006437,4.6775745,16.34391,11.472,81.99693,1598.466,309.3317,807.6415,198.5622,229.0768,GALAXY,STARFORMING,11.472,11.352,7.794,2050104501241020671,1237671958591438878,961617241424553984
246.517777622837,46.3682876106549,246.5178427,46.3683061,16.59584,12.272,92.89081,3163.79,699.2009,1321.042,160.5026,164.5548,GALAXY,STARBURST,12.272,12.061,7.756,2465146901241004047,1237655130374996061,702586870516705280
134.241720132715,52.0659699209127,134.2417713,52.0659926,15.82504,10.447,176.0314,380.8809,126.1171,307.4327,290.1142,265.8626,GALAXY,BROADLINE,10.447,10.549,9.949,1335151401241035290,1237653614793916538,503287185454163968
