53302.079577 r 18.670 0.011
53302.080410 i 18.303 0.011
#53302.081244 u -99.000 0.567
#53302.082077 z -99.000 0.533
#53302.082910 g -99.000 0.717
53626.117100 r 18.601 0.012
53626.117933 i 18.274 0.012
53626.118767 u 22.246 0.513
53626.119600 z 17.988 0.022
53626.120433 g 19.874 0.033
53628.101966 r 18.721 0.017
53628.102799 i 18.181 0.013
53628.103633 u 22.338 0.854
53628.104466 z 17.909 0.025
53628.105299 g 19.903 0.046
53637.103578 r 18.717 0.010
#53637.104411 i -99.000 0.011
53637.105245 u 22.175 0.322
#53637.106078 z -99.000 0.022
#53637.106911 g -99.000 0.018
53656.078239 r 18.694 0.016
53656.079072 i 18.447 0.018
53656.079906 u 21.738 0.504
53656.080739 z 18.161 0.032
53656.081572 g 19.987 0.052
53673.053985 r 18.613 0.011
53673.054818 i 18.205 0.011
53673.055652 u 21.899 0.242
53673.056485 z 17.989 0.021
53673.057318 g 19.909 0.022
53677.071908 r 18.809 0.012
#53677.072741 i -99.000 0.010
53677.073575 u 21.941 0.174
#53677.074408 z -99.000 0.022
53677.075241 g 19.729 0.015
53693.060481 r 18.622 0.011
53693.061314 i 18.265 0.011
53693.062148 u 22.550 0.444
53693.062981 z 18.141 0.025
53693.063814 g 19.800 0.019
#53703.065309 r -99.000 1.455
#53703.066142 i -99.000 1.157
#53703.066976 u -99.000 99.999
#53703.067809 z -99.000 0.246
#53703.068642 g -99.000 3.334
53995.129099 r 18.596 0.011
53995.129932 i 18.153 0.023
53995.130766 u 21.894 0.155
53995.131599 z 17.954 0.024
53995.132432 g 19.725 0.023
#53997.107479 r -99.000 0.050
53997.108312 i 18.423 0.131
#53997.109145 u 99.962 99.999
53997.109979 z 17.899 0.035
53997.110812 g 19.957 0.140
54005.079325 r 18.576 0.061
54005.080158 i 18.124 0.171
54005.080991 u 21.834 0.266
54005.081825 z 17.855 0.025
54005.082658 g 19.648 0.029
54009.089179 r 18.546 0.026
54009.090013 i 18.215 0.020
54009.090846 u 21.923 0.254
54009.091679 z 17.899 0.018
54009.092513 g 19.731 0.030
54011.153683 r 18.587 0.023
#54011.154517 i -99.000 0.044
54011.155350 u 22.372 0.510
54011.156183 z 17.951 0.021
54011.157017 g 19.757 0.040
54019.103882 r 18.702 0.054
54019.104715 i 18.300 0.060
54019.105549 u 23.300 0.981
54019.106382 z 18.033 0.028
54019.107215 g 19.807 0.060
54025.152726 r 18.644 0.560
54025.153559 i 18.152 0.080
54025.154393 u 21.759 0.190
#54025.155226 z 17.897 1.459
54025.156059 g 19.653 0.819
54051.059602 r 18.670 0.033
#54051.060436 i -99.000 0.042
#54051.061269 u 100.554 99.999
54051.062102 z 17.911 0.040
54051.062936 g 19.669 0.030
54358.106248 r 18.667 0.055
54358.107082 i 18.262 0.059
#54358.107915 u 24.878 3.675
54358.108748 z 17.987 0.111
54358.109582 g 19.700 0.034
#54382.148446 r -99.000 0.125
#54382.149280 i -99.000 1.517
#54382.150113 u -99.000 99.999
#54382.150946 z -99.000 0.116
#54382.151780 g -99.000 2.114
#54406.063069 r -99.000 0.098
54406.063903 i 18.194 0.036
54406.064736 u 23.127 0.858
54406.065569 z 17.925 0.032
54406.066403 g 19.740 0.042
#54412.066011 r -99.000 0.025
54412.066844 i 18.146 0.030
54412.067678 u 21.803 0.236
54412.068511 z 17.966 0.039
54412.069344 g 19.707 0.029
