53270.101750 r 18.502 0.021
53270.102584 i 17.922 0.026
53270.103417 u 23.206 0.875
53270.104250 z 17.656 0.022
53270.105084 g 19.679 0.019
53302.074577 r 18.723 0.013
#53302.075410 i -99.000 0.010
#53302.076244 u 23.855 1.996
53302.077077 z 17.807 0.023
53302.077910 g 19.752 0.025
53626.112101 r 18.479 0.011
#53626.112934 i -99.000 0.009
53626.113768 u 21.898 0.383
53626.114601 z 17.671 0.020
53626.115434 g 19.737 0.027
53628.096966 r 18.481 0.015
53628.097799 i 18.070 0.012
#53628.098633 u 25.398 3.510
53628.099466 z 17.638 0.028
53628.100299 g 19.721 0.042
53656.073239 r 18.442 0.013
#53656.074072 i -99.000 0.010
53656.074906 u 22.230 0.743
53656.075739 z 17.644 0.023
53656.076572 g 19.707 0.032
53677.066908 r 18.435 0.009
#53677.067741 i -99.000 0.011
53677.068575 u 23.216 0.918
53677.069408 z 17.577 0.022
53677.070241 g 19.772 0.017
54009.084185 r 18.566 0.016
54009.085018 i 18.065 0.017
#54009.085852 u 23.737 1.361
54009.086685 z 17.662 0.025
54009.087518 g 19.679 0.026
54011.148677 r 18.515 0.018
54011.149510 i 18.035 0.026
#54011.150343 u 32.463 99.999
54011.151177 z 17.804 0.028
54011.152010 g 19.795 0.033
54019.098885 r 18.573 0.025
54019.099719 i 17.982 0.021
54019.100552 u 23.411 0.670
54019.101385 z 17.640 0.025
#54019.102219 g -99.000 0.082
54029.078035 r 18.520 0.022
#54029.078868 i -99.000 0.602
#54029.079702 u 99.997 99.999
54029.080535 z 17.676 0.030
54029.081368 g 20.133 0.047
#54051.054626 r -99.000 0.030
#54051.055459 i -99.000 0.022
#54051.056293 u 24.566 5.728
#54051.057126 z -99.000 0.043
54051.057959 g 19.623 0.035
54403.064241 r 18.450 0.022
54403.065075 i 17.996 0.041
54403.065908 u 22.571 0.425
54403.066741 z 17.721 0.034
54403.067575 g 19.747 0.026
#54406.058077 r -99.000 0.037
#54406.058910 i -99.000 0.019
54406.059743 u 22.492 0.474
54406.060577 z 17.771 0.034
#54406.061410 g -99.000 0.032
54412.061021 r 18.578 0.028
54412.061854 i 18.017 0.015
54412.062688 u 22.412 0.447
54412.063521 z 17.634 0.025
54412.064354 g 19.753 0.025
