53313.055713 r 19.078 0.017
53313.056546 i 18.825 0.018
53313.057380 u 20.963 0.127
53313.058213 z 18.685 0.050
53313.059046 g 19.708 0.017
53625.160928 r 19.161 0.014
53625.161761 i 18.930 0.015
53625.162595 u 21.241 0.148
53625.163428 z 18.798 0.037
53625.164261 g 19.739 0.019
53636.119964 r 19.179 0.012
53636.120797 i 18.933 0.013
53636.121631 u 21.339 0.114
53636.122464 z 18.804 0.040
53636.123297 g 19.776 0.015
53645.179631 r 19.153 0.012
53645.180464 i 18.902 0.013
53645.181298 u 21.251 0.129
53645.182131 z 18.787 0.035
53645.182964 g 19.764 0.015
53655.091969 r 19.143 0.015
53655.092802 i 18.926 0.015
53655.093636 u 21.831 0.300
53655.094469 z 18.783 0.039
53655.095302 g 19.723 0.022
53664.116915 r 19.180 0.019
53664.117748 i 18.891 0.017
53664.118582 u 21.188 0.152
53664.119415 z 18.729 0.045
53664.120248 g 19.749 0.022
53669.076166 r 19.138 0.012
53669.076999 i 18.896 0.013
53669.077833 u 21.183 0.098
53669.078666 z 18.730 0.036
53669.079499 g 19.721 0.014
53674.060387 r 19.151 0.013
53674.061220 i 18.937 0.014
53674.062054 u 21.280 0.119
53674.062887 z 18.768 0.038
53674.063720 g 19.780 0.015
53681.113299 r 19.143 0.027
53681.114132 i 18.969 0.033
#53681.114966 u -99.000 0.499
#53681.115799 z -99.000 0.105
53681.116632 g 19.772 0.048
53685.072341 r 19.171 0.022
53685.073174 i 18.940 0.021
53685.074008 u 20.783 0.255
53685.074841 z 18.848 0.073
53685.075674 g 19.832 0.047
53687.110695 r 19.189 0.021
53687.111528 i 18.922 0.019
53687.112362 u 21.246 0.398
53687.113195 z 18.732 0.050
53687.114028 g 19.677 0.037
53697.070324 r 19.141 0.046
#53697.071157 i -99.000 0.041
53697.071991 u 21.152 0.298
#53697.072824 z -99.000 0.096
53697.073657 g 19.707 0.037
53700.069289 r 19.219 0.015
53700.070122 i 18.897 0.016
53700.070956 u 21.399 0.178
53700.071789 z 18.812 0.050
53700.072622 g 19.767 0.016
53705.055956 r 19.196 0.016
53705.056789 i 18.893 0.017
53705.057623 u 21.226 0.154
53705.058456 z 18.747 0.050
53705.059289 g 19.781 0.019
53975.140943 r 19.225 0.029
53975.141777 i 18.853 0.042
#53975.142610 u -99.000 0.128
53975.143443 z 18.806 0.047
53975.144277 g 19.825 0.070
53994.136423 r 19.146 0.025
53994.137256 i 18.902 0.027
53994.138089 u 21.082 0.092
53994.138923 z 18.819 0.036
