51467.313003 r 18.753 0.014
51467.313836 i 18.485 0.017
51467.314670 u 19.426 0.047
51467.315503 z 18.436 0.055
51467.316336 g 19.135 0.014
51819.288979 r 18.689 0.012
51819.289812 i 18.424 0.013
51819.290646 u 19.229 0.031
51819.291479 z 18.390 0.038
51819.292312 g 19.001 0.011
52172.304566 r 18.682 0.010
52172.305399 i 18.433 0.011
52172.306233 u 19.198 0.029
52172.307066 z 18.435 0.037
52172.307899 g 18.952 0.010
52172.354719 r 18.670 0.010
52172.355552 i 18.439 0.011
52172.356386 u 19.176 0.032
52172.357219 z 18.502 0.039
52172.358052 g 18.963 0.010
52558.254253 r 18.818 0.010
52558.255086 i 18.571 0.011
52558.255920 u 19.311 0.031
52558.256753 z 18.562 0.036
52558.257586 g 19.124 0.010
52577.141748 r 18.861 0.011
52577.142581 i 18.604 0.012
52577.143415 u 19.400 0.031
52577.144248 z 18.697 0.052
52577.145081 g 19.179 0.010
52586.145225 r 18.881 0.011
52586.146058 i 18.641 0.012
52586.146892 u 19.371 0.030
52586.147725 z 18.653 0.043
52586.148558 g 19.189 0.010
52931.155910 r 19.369 0.014
52931.156743 i 19.047 0.014
52931.157577 u 20.219 0.053
52931.158410 z 19.144 0.059
52931.159243 g 19.900 0.016
52935.152874 r 19.363 0.014
52935.153707 i 19.020 0.015
52935.154541 u 20.243 0.056
52935.155374 z 19.043 0.056
52935.156207 g 19.958 0.017
53313.146075 r 19.140 0.015
53313.146908 i 18.853 0.017
53313.147742 u 19.905 0.051
53313.148575 z 18.939 0.074
53313.149408 g 19.590 0.015
53622.255318 r 19.121 0.015
53622.256151 i 18.855 0.017
53622.256985 u 19.794 0.057
53622.257818 z 18.962 0.075
53622.258651 g 19.536 0.017
53625.251283 r 19.144 0.012
53625.252116 i 18.854 0.013
53625.252950 u 19.767 0.038
53625.253783 z 18.894 0.042
53625.254616 g 19.540 0.013
53634.204788 r 19.135 0.026
53634.205621 i 18.809 0.026
53634.206455 u 19.624 0.113
#53634.207288 z -99.000 0.102
53634.208121 g 19.518 0.040
53636.210319 r 19.105 0.014
53636.211152 i 18.842 0.014
53636.211986 u 19.852 0.056
53636.212819 z 18.880 0.053
53636.213652 g 19.493 0.018
53655.182326 r 19.127 0.022
53655.183159 i 18.823 0.022
53655.183993 u 19.768 0.094
53655.184826 z 18.756 0.062
53655.185659 g 19.481 0.026
53664.207284 r 19.106 0.018
53664.208117 i 18.829 0.018
53664.208951 u 19.737 0.080
53664.209784 z 18.861 0.061
53664.210617 g 19.488 0.025
53666.170886 r 19.145 0.013
53666.171719 i 18.869 0.014
53666.172553 u 19.792 0.041
53666.173386 z 18.769 0.047
53666.174219 g 19.505 0.012
53669.166525 r 19.111 0.012
53669.167358 i 18.821 0.013
53669.168192 u 19.814 0.041
53669.169025 z 18.928 0.051
53669.169858 g 19.514 0.012
53674.150760 r 19.115 0.013
53674.151593 i 18.833 0.014
53674.152427 u 19.830 0.048
53674.153260 z 18.903 0.055
53674.154093 g 19.503 0.013
53676.240253 r 19.094 0.013
53676.241086 i 18.830 0.013
53676.241920 u 19.811 0.049
53676.242753 z 18.848 0.042
53676.243586 g 19.526 0.014
53679.212137 r 19.106 0.015
53679.212970 i 18.832 0.015
53679.213804 u 19.766 0.057
53679.214637 z 18.948 0.067
53679.215470 g 19.473 0.015
53681.203649 r 19.135 0.012
53681.204482 i 18.841 0.012
53681.205316 u 19.741 0.042
53681.206149 z 18.820 0.039
53681.206982 g 19.505 0.012
53685.162695 r 19.070 0.022
53685.163528 i 18.818 0.020
53685.164362 u 19.692 0.085
53685.165195 z 18.770 0.056
53685.166028 g 19.499 0.034
53687.201041 r 19.139 0.025
53687.201874 i 18.834 0.019
53687.202708 u 19.783 0.131
53687.203541 z 18.855 0.057
53687.204374 g 19.574 0.036
53694.176582 r 19.075 0.030
53694.177415 i 18.824 0.029
53694.178249 u 19.869 0.144
53694.179082 z 18.734 0.091
53694.179915 g 19.452 0.039
53697.160672 r 19.141 0.024
53697.161505 i 18.822 0.020
53697.162339 u 19.732 0.069
53697.163172 z 18.926 0.078
53697.164005 g 19.484 0.020
53700.159632 r 19.127 0.014
53700.160465 i 18.834 0.014
53700.161299 u 19.744 0.045
53700.162132 z 18.904 0.050
53700.162965 g 19.495 0.013
53705.146302 r 19.082 0.013
53705.147135 i 18.801 0.014
53705.147969 u 19.736 0.051
53705.148802 z 18.789 0.047
53705.149635 g 19.480 0.014
53975.231298 r 18.972 0.016
53975.232131 i 18.714 0.017
53975.232965 u 19.567 0.036
53975.233798 z 18.649 0.053
53975.234631 g 19.296 0.018
53993.299115 r 18.989 0.016
53993.299949 i 18.698 0.015
53993.300782 u 19.527 0.037
53993.301615 z 18.730 0.037
53993.302449 g 19.335 0.019
53996.238027 r 18.968 0.015
53996.238860 i 18.718 0.015
53996.239693 u 19.623 0.035
53996.240527 z 18.753 0.040
53996.241360 g 19.323 0.017
53998.206699 r 18.952 0.017
53998.207532 i 18.723 0.016
53998.208366 u 19.585 0.034
53998.209199 z 18.673 0.037
53998.210032 g 19.308 0.016
54005.236893 r 18.986 0.015
54005.237727 i 18.713 0.018
54005.238560 u 19.567 0.034
54005.239393 z 18.720 0.036
54005.240227 g 19.309 0.018
54010.192140 r 18.971 0.016
54010.192974 i 18.706 0.018
54010.193807 u 19.536 0.042
54010.194640 z 18.674 0.035
54010.195474 g 19.323 0.020
54012.184987 r 18.959 0.021
54012.185820 i 18.701 0.018
54012.186654 u 19.676 0.065
54012.187487 z 18.754 0.041
54012.188320 g 19.307 0.022
54020.190976 r 18.969 0.018
54020.191809 i 18.710 0.018
54020.192642 u 19.528 0.037
54020.193476 z 18.662 0.039
54020.194309 g 19.311 0.016
54022.240247 r 18.971 0.017
54022.241080 i 18.688 0.013
54022.241913 u 19.506 0.034
54022.242747 z 18.710 0.034
54022.243580 g 19.312 0.019
54028.181326 r 18.931 0.017
54028.182159 i 18.687 0.017
54028.182992 u 19.532 0.035
54028.183826 z 18.757 0.044
54028.184659 g 19.259 0.016
54030.184519 r 18.946 0.014
54030.185353 i 18.694 0.012
54030.186186 u 19.529 0.035
54030.187019 z 18.623 0.032
54030.187853 g 19.301 0.014
54035.260296 r 18.923 0.023
54035.261129 i 18.653 0.019
54035.261962 u 19.411 0.054
54035.262796 z 18.747 0.067
54035.263629 g 19.246 0.020
54037.165759 r 18.937 0.016
54037.166593 i 18.679 0.015
54037.167426 u 19.499 0.042
54037.168259 z 18.691 0.038
54037.169093 g 19.287 0.019
54040.180288 r 18.921 0.022
54040.181122 i 18.682 0.021
54040.181955 u 19.412 0.062
54040.182788 z 18.670 0.059
54040.183622 g 19.263 0.029
54050.164876 r 18.890 0.018
54050.165710 i 18.642 0.021
54050.166543 u 19.480 0.047
54050.167376 z 18.629 0.068
54050.168210 g 19.224 0.018
54053.171021 r 18.872 0.017
54053.171855 i 18.656 0.015
54053.172688 u 19.483 0.038
54053.173521 z 18.640 0.054
54053.174355 g 19.190 0.018
54056.172740 r 18.880 0.021
54056.173573 i 18.617 0.022
54056.174406 u 19.406 0.048
54056.175240 z 18.682 0.059
54056.176073 g 19.191 0.016
#54057.141353 r -99.000 0.015
54057.142187 i 18.627 0.016
54057.143020 u 19.392 0.034
54057.143853 z 18.697 0.039
#54057.144687 g -99.000 0.015
54059.166977 r 18.871 0.014
54059.167810 i 18.614 0.020
54059.168644 u 19.379 0.041
54059.169477 z 18.606 0.048
54059.170310 g 19.225 0.021
54061.178036 r 18.860 0.016
54061.178870 i 18.634 0.022
54061.179703 u 19.405 0.042
54061.180536 z 18.646 0.049
54061.181370 g 19.219 0.022
54062.171877 r 18.857 0.019
54062.172710 i 18.642 0.018
54062.173544 u 19.474 0.044
54062.174377 z 18.621 0.057
54062.175210 g 19.188 0.020
54068.161874 r 18.877 0.027
54068.162707 i 18.637 0.027
#54068.163541 u -99.000 0.100
54068.164374 z 18.682 0.066
54068.165207 g 19.262 0.032
54357.210180 r 18.837 0.015
54357.211013 i 18.587 0.016
54357.211846 u 19.430 0.036
54357.212680 z 18.536 0.036
54357.213513 g 19.128 0.020
54365.208032 r 18.812 0.020
54365.208865 i 18.589 0.022
54365.209699 u 19.351 0.050
54365.210532 z 18.715 0.051
54365.211365 g 19.121 0.022
54376.268658 r 18.811 0.020
54376.269491 i 18.599 0.017
54376.270325 u 19.341 0.040
54376.271158 z 18.565 0.043
54376.271991 g 19.171 0.019
54385.257999 r 18.852 0.024
54385.258832 i 18.567 0.016
54385.259666 u 19.428 0.042
54385.260499 z 18.670 0.040
54385.261332 g 19.211 0.013
54387.258521 r 18.839 0.017
54387.259354 i 18.603 0.017
54387.260187 u 19.411 0.042
54387.261021 z 18.542 0.044
54387.261854 g 19.160 0.017
