51075.269774 r 18.102 0.008
51075.270607 i 16.936 0.007
51075.271441 u 21.922 0.214
51075.272274 z 16.315 0.009
51075.273107 g 19.569 0.016
51464.257712 r 18.108 0.007
51464.258545 i 16.940 0.005
51464.259379 u 22.136 0.282
51464.260212 z 16.332 0.008
51464.261045 g 19.575 0.019
52196.270288 r 18.105 0.007
52196.271121 i 16.936 0.006
52196.271955 u 22.038 0.212
52196.272788 z 16.318 0.008
52196.273621 g 19.545 0.015
52197.283386 r 18.106 0.007
52197.284219 i 16.940 0.006
52197.285053 u 22.644 0.320
52197.285886 z 16.324 0.008
52197.286719 g 19.581 0.014
52225.133586 r 18.101 0.007
52225.134419 i 16.937 0.006
52225.135253 u 22.468 0.256
52225.136086 z 16.319 0.008
52225.136919 g 19.528 0.014
52231.169371 r 18.098 0.007
52231.170204 i 16.943 0.006
52231.171038 u 22.116 0.220
52231.171871 z 16.325 0.008
52231.172704 g 19.572 0.014
52253.155545 r 18.117 0.008
52253.156378 i 16.935 0.005
52253.157212 u 22.631 0.554
52253.158045 z 16.316 0.008
52253.158878 g 19.592 0.018
52557.277374 r 18.088 0.007
52557.278207 i 16.934 0.005
52557.279041 u 22.244 0.315
52557.279874 z 16.341 0.008
52557.280707 g 19.577 0.016
52578.173455 r 18.109 0.007
52578.174288 i 16.946 0.005
52578.175122 u 21.951 0.214
52578.175955 z 16.316 0.008
52578.176788 g 19.574 0.015
52908.251940 r 18.089 0.007
52908.252773 i 16.942 0.005
#52908.253607 u -99.000 0.307
52908.254440 z 16.324 0.008
52908.255273 g 19.539 0.015
52911.265726 r 18.078 0.007
52911.266559 i 16.928 0.006
52911.267393 u 22.420 0.315
52911.268226 z 16.315 0.008
52911.269059 g 19.560 0.016
52930.143098 r 18.095 0.007
52930.143931 i 16.938 0.005
52930.144765 u 22.329 0.281
52930.145598 z 16.308 0.008
52930.146431 g 19.562 0.015
52934.183839 r 18.109 0.009
52934.184672 i 16.935 0.006
52934.185506 u 21.990 0.239
52934.186339 z 16.338 0.010
52934.187172 g 19.545 0.016
52936.179766 r 18.085 0.007
52936.180599 i 16.931 0.005
52936.181433 u 22.156 0.212
52936.182266 z 16.313 0.008
52936.183099 g 19.545 0.014
52962.105286 r 18.097 0.009
52962.106119 i 16.955 0.008
52962.106953 u 22.111 0.209
52962.107786 z 16.319 0.009
52962.108619 g 19.564 0.016
53270.243839 r 18.097 0.016
53270.244672 i 16.907 0.016
53270.245506 u 22.175 0.263
53270.246339 z 16.325 0.012
53270.247172 g 19.576 0.025
53272.293772 r 18.094 0.009
53272.294605 i 16.930 0.006
53272.295439 u 22.738 0.987
53272.296272 z 16.308 0.008
53272.297105 g 19.515 0.026
53286.262490 r 18.108 0.008
53286.263323 i 16.940 0.006
