52172.230160 r 18.060 0.008
52172.230993 i 17.553 0.007
52172.231827 u 21.910 0.212
52172.232660 z 17.164 0.012
52172.233493 g 19.105 0.011
52930.080683 r 18.078 0.007
52930.081516 i 17.523 0.006
52930.082350 u 21.455 0.154
52930.083183 z 17.173 0.012
52930.084016 g 19.109 0.010
52931.081515 r 17.928 0.007
52931.082348 i 17.458 0.006
52931.083182 u 20.794 0.089
52931.084015 z 17.131 0.012
52931.084848 g 18.971 0.009
52935.078478 r 18.067 0.007
52935.079311 i 17.546 0.006
52935.080145 u 21.381 0.146
52935.080978 z 17.175 0.012
52935.081811 g 19.138 0.011
53313.071678 r 17.943 0.007
53313.072511 i 17.463 0.006
53313.073345 u 21.295 0.183
53313.074178 z 17.134 0.015
53313.075011 g 18.954 0.011
53622.180925 r 18.085 0.008
53622.181758 i 17.521 0.007
53622.182592 u 21.354 0.220
53622.183425 z 17.170 0.014
53622.184258 g 19.148 0.013
53625.176889 r 18.012 0.008
53625.177722 i 17.509 0.007
53625.178556 u 21.290 0.150
53625.179389 z 17.170 0.012
53625.180222 g 19.048 0.012
#53634.130394 r -99.000 0.010
53634.131227 i 17.429 0.007
53634.132061 u 21.072 0.231
#53634.132894 z -99.000 0.014
#53634.133727 g -99.000 0.021
53636.135926 r 18.054 0.007
53636.136759 i 17.525 0.006
53636.137593 u 21.204 0.138
53636.138426 z 17.174 0.013
53636.139259 g 19.085 0.010
53645.195595 r 17.972 0.008
53645.196428 i 17.507 0.006
53645.197262 u 21.393 0.185
53645.198095 z 17.146 0.012
53645.198928 g 19.040 0.010
53655.107931 r 18.119 0.009
53655.108764 i 17.604 0.008
53655.109598 u 21.648 0.275
53655.110431 z 17.224 0.013
53655.111264 g 19.162 0.015
#53657.195351 r -99.000 0.027
#53657.196184 i -99.000 0.024
53657.197018 u 20.226 0.349
53657.197851 z 17.219 0.024
#53657.198684 g -99.000 0.111
53664.132891 r 17.982 0.008
53664.133724 i 17.488 0.007
53664.134558 u 21.256 0.204
53664.135391 z 17.158 0.013
53664.136224 g 18.988 0.015
53666.096491 r 18.102 0.008
53666.097324 i 17.585 0.007
53666.098158 u 21.432 0.128
53666.098991 z 17.246 0.013
53666.099824 g 19.165 0.010
53669.092128 r 18.034 0.007
53669.092961 i 17.541 0.007
53669.093795 u 21.286 0.122
53669.094628 z 17.183 0.012
53669.095461 g 19.107 0.010
53674.076364 r 18.173 0.008
53674.077197 i 17.613 0.007
53674.078031 u 21.683 0.181
53674.078864 z 17.229 0.013
53674.079697 g 19.262 0.011
#53681.129261 r -99.000 0.026
#53681.130094 i -99.000 0.011
53681.130928 u 21.358 0.250
53681.131761 z 17.148 0.016
53681.132594 g 19.026 0.017
53685.088304 r 18.195 0.013
53685.089137 i 17.606 0.008
53685.089971 u 21.430 0.539
53685.090804 z 17.213 0.017
53685.091637 g 19.256 0.040
53687.126658 r 18.085 0.010
53687.127491 i 17.604 0.007
53687.128325 u 21.280 0.428
53687.129158 z 17.191 0.014
53687.129991 g 19.128 0.025
53697.086285 r 17.982 0.019
53697.087118 i 17.454 0.014
53697.087952 u 20.765 0.370
53697.088785 z 17.074 0.038
53697.089618 g 18.971 0.030
53700.085248 r 17.961 0.007
53700.086081 i 17.480 0.006
53700.086915 u 21.457 0.175
53700.087748 z 17.133 0.013
53700.088581 g 18.981 0.010
53705.071917 r 18.013 0.007
53705.072750 i 17.489 0.006
53705.073584 u 21.785 0.267
53705.074417 z 17.129 0.013
53705.075250 g 19.048 0.011
53975.156907 r 18.102 0.012
53975.157740 i 17.575 0.012
53975.158573 u 21.289 0.142
53975.159407 z 17.185 0.020
53975.160240 g 19.179 0.012
53994.152352 r 18.102 0.006
53994.153185 i 17.583 0.006
53994.154018 u 21.352 0.122
53994.154852 z 17.231 0.015
53994.155685 g 19.209 0.015
53998.132262 r 18.053 0.010
53998.133095 i 17.545 0.010
53998.133929 u 21.314 0.106
53998.134762 z 17.183 0.015
53998.135595 g 19.078 0.012
54005.169511 r 18.112 0.008
54005.170344 i 17.584 0.007
54005.171177 u 21.506 0.140
54005.172011 z 17.217 0.015
54005.172844 g 19.163 0.011
54010.117740 r 18.098 0.012
54010.118573 i 17.592 0.014
54010.119407 u 21.303 0.182
54010.120240 z 17.196 0.016
54010.121073 g 19.141 0.016
54012.110584 r 18.024 0.011
54012.111417 i 17.539 0.011
54012.112250 u 21.894 0.483
54012.113084 z 17.164 0.019
54012.113917 g 19.124 0.023
54020.116560 r 18.027 0.008
54020.117393 i 17.533 0.007
54020.118227 u 21.330 0.154
54020.119060 z 17.178 0.019
54020.119893 g 19.084 0.011
54022.165842 r 18.068 0.011
54022.166675 i 17.566 0.011
54022.167508 u 21.445 0.170
54022.168342 z 17.181 0.019
54022.169175 g 19.146 0.015
54028.106948 r 18.037 0.017
54028.107781 i 17.532 0.005
54028.108615 u 21.137 0.135
54028.109448 z 17.187 0.015
54028.110281 g 19.113 0.014
54030.110119 r 18.117 0.007
54030.110952 i 17.584 0.014
54030.111785 u 21.394 0.120
54030.112619 z 17.224 0.013
54030.113452 g 19.158 0.011
54032.099380 r 18.090 0.011
54032.100213 i 17.612 0.012
#54032.101046 u -99.000 0.360
54032.101880 z 17.204 0.021
54032.102713 g 19.189 0.016
54034.169634 r 18.079 0.011
54034.170467 i 17.486 0.080
#54034.171300 u -99.000 0.209
54034.172134 z 17.222 0.023
54034.172967 g 19.128 0.015
54037.091361 r 18.061 0.014
54037.092194 i 17.575 0.009
54037.093027 u 21.680 0.221
54037.093861 z 17.185 0.019
54037.094694 g 19.142 0.015
54040.105842 r 18.114 0.010
54040.106675 i 17.573 0.009
54040.107508 u 21.382 0.314
54040.108342 z 17.192 0.020
54040.109175 g 19.136 0.020
54050.090476 r 18.003 0.011
54050.091310 i 17.506 0.009
54050.092143 u 21.369 0.170
54050.092976 z 17.161 0.018
54050.093810 g 19.062 0.010
54053.096630 r 18.026 0.009
54053.097464 i 17.501 0.007
54053.098297 u 21.334 0.192
54053.099130 z 17.213 0.017
54053.099964 g 19.081 0.013
54057.066962 r 18.156 0.008
54057.067795 i 17.617 0.014
54057.068629 u 21.443 0.164
54057.069462 z 17.225 0.016
54057.070295 g 19.215 0.012
54059.092604 r 18.091 0.008
54059.093437 i 17.582 0.008
54059.094271 u 21.460 0.221
54059.095104 z 17.224 0.018
54059.095937 g 19.150 0.013
54061.103642 r 18.033 0.010
54061.104476 i 17.515 0.015
54061.105309 u 21.409 0.228
54061.106142 z 17.142 0.020
54061.106976 g 19.014 0.011
54062.097497 r 18.105 0.015
54062.098330 i 17.578 0.021
54062.099163 u 21.864 0.410
54062.099997 z 17.186 0.023
54062.100830 g 19.209 0.015
54068.087472 r 18.148 0.017
54068.088305 i 17.626 0.015
54068.089138 u 20.727 0.278
54068.089972 z 17.257 0.020
54068.090805 g 19.193 0.032
54357.135783 r 18.021 0.010
54357.136617 i 17.492 0.009
54357.137450 u 21.383 0.124
54357.138283 z 17.187 0.019
54357.139117 g 19.004 0.011
54365.133639 r 17.955 0.010
54365.134472 i 17.481 0.010
54365.135306 u 21.515 0.280
54365.136139 z 17.166 0.017
54365.136972 g 19.051 0.022
54385.183620 r 18.167 0.009
#54385.184453 i -99.000 0.007
54385.185286 u 21.471 0.179
