53270.103555 r 19.135 0.072
53270.104388 i 18.878 0.122
53270.105221 u 20.875 0.125
53270.106055 z 18.748 0.048
53270.106888 g 19.707 0.087
#53288.080701 r -99.000 0.015
#53288.081534 i -99.000 0.014
53288.082368 u 21.098 0.117
53288.083201 z 18.903 0.038
53288.084034 g 19.731 0.017
53302.076371 r 19.180 0.018
53302.077204 i 18.996 0.017
53302.078038 u 21.238 0.252
53302.078871 z 18.741 0.036
53302.079704 g 19.693 0.026
53626.113893 r 19.089 0.018
53626.114726 i 18.889 0.015
53626.115560 u 21.017 0.195
53626.116393 z 18.767 0.037
53626.117226 g 19.669 0.028
53628.098759 r 19.322 0.033
53628.099592 i 19.019 0.026
53628.100426 u 21.159 0.365
53628.101259 z 19.028 0.068
53628.102092 g 19.920 0.048
53656.075032 r 19.172 0.022
53656.075865 i 18.956 0.019
53656.076699 u 21.232 0.321
53656.077532 z 18.881 0.054
53656.078365 g 19.792 0.044
#53673.050777 r -99.000 0.020
53673.051610 i 18.685 0.020
53673.052444 u 20.467 0.130
53673.053277 z 18.626 0.051
53673.054110 g 19.550 0.023
#53677.068700 r -99.000 0.018
#53677.069533 i -99.000 0.017
53677.070367 u 21.144 0.155
#53677.071200 z -99.000 0.044
#53677.072033 g -99.000 0.018
53989.117972 r 19.134 0.120
#53989.118805 i -99.000 0.127
53989.119639 u 20.766 0.086
53989.120472 z 18.707 0.081
53989.121305 g 19.647 0.085
54009.086006 r 19.121 0.060
#54009.086839 i -99.000 0.087
54009.087672 u 21.432 0.232
54009.088506 z 18.912 0.046
54009.089339 g 19.671 0.084
54011.150469 r 19.210 0.031
54011.151302 i 18.908 0.063
54011.152135 u 21.042 0.184
54011.152969 z 18.848 0.035
54011.153802 g 19.742 0.047
54019.100730 r 19.188 0.101
54019.101563 i 18.964 0.105
54019.102396 u 21.170 0.158
54019.103230 z 18.911 0.079
54019.104063 g 19.674 0.085
54029.079828 r 19.873 0.250
#54029.080662 i -99.000 0.067
54029.081495 u 21.017 0.135
54029.082328 z 18.852 0.132
54029.083162 g 19.845 0.084
#54051.056396 r -99.000 0.096
54051.057230 i 18.947 0.103
54051.058063 u 21.445 0.446
#54051.058896 z -99.000 0.288
#54051.059730 g -99.000 0.101
54403.066039 r 19.126 0.101
54403.066872 i 18.906 0.123
54403.067705 u 21.008 0.114
54403.068539 z 18.759 0.045
54403.069372 g 19.703 0.079
54406.059863 r 19.169 0.115
54406.060696 i 18.928 0.118
54406.061529 u 21.160 0.150
54406.062363 z 18.861 0.060
#54406.063196 g -99.000 0.097
54412.062799 r 19.096 0.085
54412.063632 i 18.914 0.118
54412.064465 u 20.817 0.114
54412.065299 z 18.644 0.096
54412.066132 g 19.656 0.063
