52075.332362 r 18.997 0.013
52075.333195 i 18.527 0.012
#52075.334029 u 23.834 1.172
52075.334862 z 18.345 0.034
52075.335695 g 20.125 0.022
52578.074924 r 18.914 0.012
52578.075757 i 18.489 0.013
52578.076591 u 23.202 0.804
#52578.077424 z -99.000 0.050
52578.078257 g 20.119 0.028
53243.266446 r 18.935 0.016
53243.267279 i 18.562 0.014
53243.268113 u 21.906 0.439
53243.268946 z 18.221 0.033
53243.269779 g 20.106 0.038
53288.122450 r 18.947 0.012
53288.123283 i 18.574 0.012
#53288.124117 u 25.063 1.374
53288.124950 z 18.397 0.039
53288.125783 g 20.082 0.020
53623.169429 r 18.978 0.012
53623.170262 i 18.540 0.012
53623.171096 u 22.427 0.361
53623.171929 z 18.324 0.034
53623.172762 g 19.982 0.021
53628.140506 r 18.923 0.022
53628.141339 i 18.499 0.017
#53628.142173 u 22.443 1.147
53628.143006 z 18.370 0.048
53628.143839 g 19.959 0.054
53637.142118 r 18.961 0.013
53637.142951 i 18.534 0.014
#53637.143785 u 24.188 1.630
53637.144618 z 18.178 0.038
53637.145451 g 20.041 0.024
53644.134560 r 18.984 0.309
53644.135393 i 18.565 0.376
53644.136227 u 22.822 0.442
53644.137060 z 18.429 0.047
#53644.137893 g -99.000 0.087
53665.108058 r 18.750 0.039
53665.108891 i 18.326 0.032
53665.109725 u 21.576 0.605
53665.110558 z 17.978 0.088
53665.111391 g 19.842 0.045
54007.130614 r 18.977 0.309
54007.131447 i 18.625 0.081
54007.132280 u 23.027 0.634
54007.133114 z 18.365 0.100
54007.133947 g 20.039 0.262
54051.098145 r 18.961 0.190
54051.098979 i 18.509 0.186
54051.099812 u 22.271 0.650
#54051.100645 z -99.000 0.095
#54051.101479 g -99.000 0.119
54373.176886 r 19.028 0.115
54373.177719 i 18.625 0.079
#54373.178553 u 23.498 1.492
54373.179386 z 18.304 0.044
54373.180219 g 20.096 0.076
