52935.065600 r 17.414 0.006
52935.066433 i 16.837 0.005
52935.067267 u 21.501 0.163
52935.068100 z 16.533 0.009
52935.068933 g 18.736 0.009
53270.120897 r 17.431 0.006
53270.121731 i 16.883 0.005
53270.122564 u 21.606 0.212
53270.123397 z 16.539 0.015
53270.124231 g 18.738 0.014
53288.098054 r 17.435 0.006
53288.098887 i 16.863 0.005
53288.099721 u 21.332 0.146
53288.100554 z 16.545 0.009
53288.101387 g 18.746 0.009
53302.093723 r 17.487 0.007
53302.094556 i 16.864 0.006
53302.095390 u 21.278 0.261
53302.096223 z 16.535 0.009
53302.097056 g 18.695 0.013
53313.058801 r 17.417 0.006
53313.059634 i 16.827 0.005
53313.060468 u 21.504 0.194
53313.061301 z 16.572 0.010
53313.062134 g 18.724 0.009
53623.145034 r 17.451 0.006
53623.145867 i 16.846 0.005
53623.146701 u 21.536 0.193
53623.147534 z 16.541 0.009
53623.148367 g 18.759 0.010
53625.164013 r 17.419 0.006
53625.164846 i 16.851 0.006
53625.165680 u 21.703 0.231
53625.166513 z 16.538 0.009
53625.167346 g 18.727 0.010
53626.131245 r 17.502 0.012
53626.132078 i 16.859 0.011
53626.132912 u 21.122 0.206
53626.133745 z 16.531 0.014
53626.134578 g 18.730 0.016
53628.116111 r 17.443 0.007
53628.116944 i 16.891 0.005
53628.117778 u 21.883 0.639
53628.118611 z 16.537 0.010
53628.119444 g 18.722 0.019
53636.123050 r 17.417 0.006
53636.123883 i 16.848 0.005
53636.124717 u 21.382 0.138
53636.125550 z 16.539 0.009
53636.126383 g 18.735 0.009
53637.117723 r 17.449 0.006
53637.118556 i 16.879 0.005
53637.119390 u 21.724 0.250
53637.120223 z 16.516 0.009
53637.121056 g 18.721 0.009
53644.110164 r 17.404 0.007
53644.110998 i 16.840 0.012
53644.111831 u 21.484 0.142
53644.112664 z 16.550 0.014
53644.113498 g 18.729 0.010
53645.182718 r 17.426 0.006
53645.183551 i 16.847 0.005
53645.184385 u 21.247 0.153
#53645.185218 z -99.000 0.010
#53645.186051 g -99.000 0.012
53649.104792 r 17.437 0.005
53649.105625 i 16.866 0.005
#53649.106459 u -99.000 0.216
#53649.107292 z -99.000 0.009
#53649.108125 g -99.000 0.009
53655.095054 r 17.441 0.007
53655.095887 i 16.841 0.006
53655.096721 u 21.631 0.269
53655.097554 z 16.547 0.009
53655.098387 g 18.729 0.011
53656.092385 r 17.416 0.007
