Unnamed: 0,mjd,mag,magerr
0,51075.365124,20.414,0.028
1,51075.365957,20.086,0.033
2,51075.366791,20.936,0.077
3,51075.367624,20.441,0.199
4,51075.368457,20.712,0.028
5,51081.348814,20.529,0.038
6,51081.349647,19.903,0.033
7,51081.350481,20.842,0.098
8,51081.351314,20.064,0.169
9,51081.352147,20.618,0.031
10,51819.419957,19.978,0.023
11,51819.42079,19.659,0.024
12,51819.421624,20.125,0.06
13,51819.422457,19.543,0.09
14,51819.42329,20.013,0.019
15,52225.244645,19.662,0.018
16,52225.245478,19.421,0.018
17,52225.246312,19.775,0.039
18,52225.247145,19.549,0.083
19,52225.247978,19.666,0.014
20,52288.079065,19.759,0.019
21,52288.079898,19.485,0.019
22,52288.080732,19.91,0.041
23,52288.081565,19.492,0.078
24,52288.082398,19.748,0.015
25,52551.352359,19.744,0.025
26,52551.353192,19.428,0.023
27,52551.354026,19.901,0.049
28,52551.354859,19.415,0.094
29,52551.355692,19.701,0.016
30,52558.385233,19.709,0.017
31,52558.386066,19.426,0.017
32,52558.3869,19.827,0.042
33,52558.387733,19.407,0.062
34,52558.388566,19.727,0.014
35,52576.218283,19.662,0.018
36,52576.219116,19.43,0.019
37,52576.21995,19.765,0.04
38,52576.220783,19.531,0.081
39,52576.221616,19.624,0.013
40,52577.27274,19.737,0.018
41,52577.273573,19.433,0.018
42,52577.274407,19.865,0.041
43,52577.27524,19.68,0.092
44,52577.276073,19.624,0.013
45,52585.219818,19.693,0.02
46,52585.220651,19.371,0.025
47,52585.221485,19.768,0.039
48,52585.222318,19.54,0.118
49,52585.223151,19.723,0.014
50,52910.356696,19.659,0.017
51,52910.357529,19.405,0.018
52,52910.358363,19.783,0.04
53,52910.359196,19.479,0.07
54,52910.360029,19.613,0.013
55,52935.283864,19.704,0.02
56,52935.284697,19.425,0.021
57,52935.285531,-99.0,0.044
58,52935.286364,19.422,0.089
59,52935.287197,19.643,0.014
60,52963.206938,19.768,0.016
61,52963.207771,19.428,0.017
62,52963.208605,19.922,0.041
63,52963.209438,19.551,0.063
64,52963.210271,19.759,0.014
65,52971.197854,19.763,0.018
66,52971.198687,19.474,0.019
67,52971.199521,19.829,0.043
68,52971.200354,19.469,0.073
69,52971.201187,19.599,0.013
70,53351.129242,19.769,0.02
71,53351.130075,19.45,0.02
72,53351.130909,19.837,0.043
73,53351.131742,19.535,0.09
74,53351.132575,19.737,0.014
75,53352.178005,19.771,0.019
76,53352.178838,19.481,0.021
77,53352.179672,19.931,0.044
78,53352.180505,19.575,0.082
79,53352.181338,19.728,0.015
80,53622.386298,19.878,0.026
81,53622.387131,19.555,0.026
82,53622.387965,20.124,0.072
83,53622.388798,19.527,0.098
84,53622.389631,19.932,0.019
85,53638.377105,19.906,0.022
86,53638.377938,19.515,0.021
87,53638.378772,20.186,0.056
88,53638.379605,19.638,0.089
89,53638.380438,19.902,0.018
90,53640.341141,19.839,0.022
91,53640.341974,19.504,0.022
92,53640.342808,20.168,0.068
93,53640.343641,19.433,0.083
94,53640.344474,19.947,0.019
95,53646.402551,19.929,0.036
96,53646.403384,-99.0,0.027
97,53646.404218,-99.0,0.136
98,53646.405051,19.225,0.182
99,53646.405884,-99.0,0.053
100,53655.313313,19.853,0.027
101,53655.314146,19.506,0.03
102,53655.31498,20.04,0.061
103,53655.315813,19.362,0.087
104,53655.316646,19.883,0.021
105,53664.33827,19.871,0.041
106,53664.339103,19.371,0.037
107,53664.339937,20.306,0.145
108,53664.34077,19.346,0.129
109,53664.341603,19.84,0.047
110,53669.297514,19.874,0.019
111,53669.298347,19.546,0.021
112,53669.299181,20.002,0.048
113,53669.300014,19.543,0.074
114,53669.300847,19.863,0.015
115,53671.382274,19.817,0.026
116,53671.383107,19.484,0.024
117,53671.383941,-99.0,0.076
118,53671.384774,19.386,0.092
119,53671.385607,19.841,0.02
120,53674.28175,19.808,0.027
121,53674.282583,19.43,0.029
122,53674.283417,19.857,0.062
123,53674.28425,19.502,0.115
124,53674.285083,19.786,0.018
125,53676.371216,19.842,0.022
126,53676.372049,19.49,0.02
127,53676.372883,20.079,0.065
128,53676.373716,19.533,0.099
129,53676.374549,19.867,0.017
130,53679.343113,19.809,0.027
131,53679.343946,19.489,0.033
132,53679.34478,19.934,0.071
133,53679.345613,19.628,0.146
134,53679.346446,19.809,0.019
135,53681.334627,19.807,0.02
136,53681.33546,19.526,0.022
137,53681.336294,-99.0,0.058
138,53681.337127,19.525,0.081
139,53681.33796,19.861,0.018
140,53685.293681,19.837,0.031
141,53685.294514,19.483,0.026
142,53685.295348,19.899,0.071
143,53685.296181,19.454,0.076
144,53685.297014,19.804,0.03
145,53694.307562,19.787,0.046
146,53694.308395,19.525,0.043
147,53694.309229,20.116,0.207
148,53694.310062,19.546,0.17
149,53694.310895,19.902,0.06
150,53697.291651,19.799,0.025
151,53697.292484,19.46,0.023
152,53697.293318,19.985,0.072
153,53697.294151,19.535,0.096
154,53697.294984,19.806,0.023
155,53700.290608,19.781,0.026
156,53700.291441,19.4,0.026
157,53700.292275,19.886,0.065
158,53700.293108,19.508,0.125
159,53700.293941,19.803,0.019
160,53705.277278,19.761,0.019
161,53705.278111,19.485,0.02
162,53705.278945,20.004,0.055
163,53705.279778,19.45,0.078
164,53705.280611,19.791,0.015
165,53975.362325,19.959,0.025
166,53975.363158,19.542,0.021
167,53975.363991,20.241,0.052
168,53975.364825,19.453,0.071
169,53975.365658,20.032,0.023
170,53990.37515,19.981,0.027
171,53990.375984,19.626,0.026
172,53990.376817,20.279,0.094
173,53990.37765,19.771,0.089
174,53990.378484,20.069,0.034
175,53994.385303,19.995,0.023
176,53994.386136,19.653,0.027
177,53994.386969,20.297,0.068
178,53994.387803,19.55,0.096
179,53994.388636,20.023,0.028
180,53996.369022,20.006,0.023
181,53996.369856,19.644,0.025
182,53996.370689,20.328,0.059
183,53996.371522,19.689,0.105
184,53996.372356,-99.0,0.028
185,54010.323147,20.019,0.026
186,54010.32398,19.642,0.022
187,54010.324814,20.222,0.049
188,54010.325647,19.7,0.071
189,54010.32648,20.06,0.023
190,54012.316109,19.998,0.035
191,54012.316942,19.631,0.029
192,54012.317775,-99.0,0.093
193,54012.318609,19.655,0.099
194,54012.319442,20.024,0.032
195,54020.321998,19.947,0.028
196,54020.322831,19.654,0.025
197,54020.323665,20.244,0.077
198,54020.324498,19.62,0.096
199,54020.325331,20.016,0.031
200,54024.403584,20.006,0.035
201,54024.404417,19.575,0.033
202,54024.40525,20.241,0.096
203,54024.406084,19.664,0.127
204,54024.406917,20.071,0.026
205,54028.391968,20.048,0.043
206,54028.392801,19.522,0.033
207,54028.393635,20.302,0.086
208,54028.394468,19.644,0.117
209,54028.395301,20.155,0.03
210,54030.315565,19.999,0.021
211,54030.316398,19.613,0.022
212,54030.317231,20.275,0.051
213,54030.318065,19.599,0.07
214,54030.318898,20.11,0.022
215,54037.296768,20.04,0.024
216,54037.297601,19.684,0.023
217,54037.298434,20.129,0.047
218,54037.299268,19.748,0.078
219,54037.300101,20.093,0.023
220,54040.311315,20.04,0.031
221,54040.312149,19.628,0.025
222,54040.312982,20.144,0.071
223,54040.313815,19.789,0.1
224,54040.314649,20.067,0.032
225,54047.341814,-99.0,0.097
226,54047.342647,19.77,0.073
227,54047.343481,-99.0,0.293
228,54047.344314,19.859,0.255
229,54047.345147,19.935,0.088
230,54049.337678,19.966,0.035
231,54049.338511,19.635,0.032
232,54049.339345,20.278,0.138
233,54049.340178,19.53,0.113
234,54049.341011,20.112,0.039
235,54053.302047,20.014,0.026
236,54053.30288,19.577,0.023
237,54053.303713,20.255,0.059
238,54053.304547,19.666,0.107
239,54053.30538,20.062,0.021
240,54056.303713,20.029,0.027
241,54056.304546,19.606,0.028
242,54056.305379,20.241,0.078
243,54056.306213,19.51,0.112
244,54056.307046,20.095,0.028
245,54059.298014,19.984,0.025
246,54059.298847,19.604,0.028
247,54059.29968,20.157,0.078
248,54059.300514,19.6,0.11
249,54059.301347,20.074,0.027
250,54061.309186,20.001,0.035
251,54061.31002,19.623,0.048
252,54061.310853,-99.0,0.114
253,54061.311686,19.778,0.145
254,54061.31252,20.027,0.029
255,54062.302932,20.014,0.022
256,54062.303765,19.593,0.021
257,54062.304598,20.296,0.059
258,54062.305432,19.55,0.083
259,54062.306265,20.101,0.028
260,54068.283439,20.028,0.035
261,54068.284272,19.652,0.028
262,54068.285106,-99.0,0.098
