Unnamed: 0,mjd,mag,magerr
65,53622.37927,18.28,0.008
66,53622.380103,18.037,0.009
67,53622.380937,18.597,0.02
68,53622.38177,18.044,0.028
69,53622.382603,18.375,0.008
70,53634.328741,18.246,0.012
71,53634.329574,18.044,0.011
72,53634.330408,18.485,0.037
73,53634.331241,18.023,0.029
74,53634.332074,-99.0,0.015
75,53638.370076,18.275,0.008
76,53638.370909,18.044,0.009
77,53638.371743,18.607,0.019
78,53638.372576,18.032,0.021
79,53638.373409,18.372,0.008
80,53640.334112,18.269,0.008
81,53640.334945,18.044,0.009
82,53640.335779,18.567,0.019
83,53640.336612,18.004,0.021
84,53640.337445,18.386,0.008
85,53655.306284,18.256,0.009
86,53655.307117,18.049,0.01
87,53655.307951,18.558,0.02
88,53655.308784,18.009,0.029
89,53655.309617,18.402,0.008
90,53664.331241,18.291,0.017
91,53664.332074,18.067,0.018
92,53664.332908,18.556,0.043
93,53664.333741,18.077,0.056
94,53664.334574,18.382,0.018
95,53669.290484,18.267,0.008
96,53669.291317,18.042,0.008
97,53669.292151,18.605,0.017
98,53669.292984,18.017,0.021
99,53669.293817,18.363,0.007
100,53671.375248,18.26,0.009
101,53671.376081,18.026,0.009
102,53671.376915,18.565,0.024
103,53671.377748,17.956,0.023
104,53671.378581,-99.0,0.009
105,53674.274721,18.26,0.008
106,53674.275554,18.036,0.009
107,53674.276388,18.609,0.02
108,53674.277221,18.024,0.025
109,53674.278054,-99.0,0.008
110,53676.364191,18.246,0.009
111,53676.365024,18.051,0.009
112,53676.365858,-99.0,0.024
113,53676.366691,17.989,0.024
114,53676.367524,18.375,0.009
115,53679.336087,18.275,0.009
116,53679.33692,-99.0,0.01
117,53679.337754,18.609,0.023
118,53679.338587,18.059,0.032
119,53679.33942,-99.0,0.008
120,53681.327599,18.246,0.008
121,53681.328432,18.003,0.009
122,53681.329266,18.564,0.019
123,53681.330099,17.999,0.02
124,53681.330932,18.353,0.008
125,53685.286653,18.264,0.011
126,53685.287486,18.015,0.01
127,53685.28832,18.582,0.026
128,53685.289153,17.992,0.023
129,53685.289986,18.344,0.012
130,53694.300533,18.277,0.014
131,53694.301366,18.001,0.013
132,53694.3022,18.65,0.048
133,53694.303033,17.983,0.032
134,53694.303866,18.366,0.015
135,53697.284622,18.265,0.01
136,53697.285455,18.031,0.01
137,53697.286289,18.611,0.026
138,53697.287122,17.995,0.027
139,53697.287955,18.359,0.01
140,53700.283581,18.269,0.011
141,53700.284414,18.028,0.012
142,53700.285248,18.638,0.024
143,53700.286081,18.049,0.032
144,53700.286914,18.355,0.01
145,53705.27025,18.264,0.008
146,53705.271083,18.025,0.008
147,53705.271917,18.599,0.02
148,53705.27275,18.022,0.021
149,53705.273583,18.397,0.008
150,53975.35527,18.399,0.016
151,53975.356103,18.131,0.012
152,53975.356936,18.869,0.027
153,53975.35777,18.071,0.029
154,53975.358603,18.567,0.019
155,53990.368077,18.402,0.012
156,53990.36891,18.096,0.021
157,53990.369743,18.786,0.029
158,53990.370577,18.091,0.029
159,53990.37141,18.57,0.026
160,53994.378265,18.421,0.018
161,53994.379098,18.121,0.019
162,53994.379931,18.842,0.02
163,53994.380765,18.08,0.028
164,53994.381598,18.535,0.015
165,53996.362033,18.421,0.022
166,53996.362866,18.112,0.018
167,53996.363699,18.855,0.021
168,53996.364533,18.1,0.03
169,53996.365366,18.582,0.028
170,54010.316115,18.415,0.013
171,54010.316948,18.128,0.023
172,54010.317781,18.895,0.019
173,54010.318615,18.132,0.028
174,54010.319448,18.582,0.021
175,54012.308959,18.439,0.021
176,54012.309793,18.161,0.028
177,54012.310626,18.852,0.049
178,54012.311459,18.071,0.024
179,54012.312293,18.581,0.019
180,54020.314925,18.417,0.028
181,54020.315758,18.147,0.017
182,54020.316591,-99.0,0.03
183,54020.317425,18.109,0.027
184,54020.318258,18.541,0.02
185,54024.396661,18.404,0.022
186,54024.397494,18.179,0.034
187,54024.398327,18.866,0.033
188,54024.399161,18.048,0.037
189,54024.399994,18.558,0.031
190,54028.384817,18.4,0.014
191,54028.38565,18.105,0.021
192,54028.386483,18.858,0.067
193,54028.387317,18.178,0.035
194,54028.38815,18.568,0.027
195,54030.308518,18.404,0.019
196,54030.309351,18.132,0.022
197,54030.310184,18.827,0.023
198,54030.311018,18.135,0.033
199,54030.311851,18.588,0.017
200,54035.384288,18.41,0.025
201,54035.385122,18.15,0.025
202,54035.385955,18.822,0.038
203,54035.386788,18.076,0.069
204,54035.387622,18.569,0.017
205,54037.289722,18.428,0.027
206,54037.290555,18.147,0.033
207,54037.291388,18.84,0.023
208,54037.292222,18.04,0.021
209,54037.293055,18.559,0.02
210,54040.304212,18.403,0.019
211,54040.305045,18.151,0.021
212,54040.305878,18.827,0.026
213,54040.306712,-99.0,0.029
214,54040.307545,18.582,0.023
215,54049.330656,18.416,0.016
216,54049.331489,18.143,0.016
217,54049.332323,-99.0,0.036
218,54049.333156,18.033,0.036
219,54049.333989,18.539,0.014
220,54053.294991,18.419,0.017
221,54053.295824,18.136,0.013
222,54053.296658,18.876,0.025
223,54053.297491,18.081,0.032
224,54053.298324,18.562,0.016
225,54056.296714,18.431,0.022
226,54056.297548,18.141,0.026
227,54056.298381,18.806,0.026
228,54056.299214,18.114,0.027
229,54056.300048,18.546,0.017
230,54059.290942,18.419,0.019
231,54059.291775,18.147,0.029
232,54059.292609,-99.0,0.024
233,54059.293442,18.093,0.031
234,54059.294275,-99.0,0.018
235,54061.302038,18.395,0.022
236,54061.302871,18.124,0.026
237,54061.303704,18.833,0.044
238,54061.304538,18.126,0.032
239,54061.305371,18.555,0.016
240,54062.295825,18.434,0.018
241,54062.296659,18.163,0.018
242,54062.297492,18.823,0.023
243,54062.298325,18.072,0.025
244,54062.299159,18.562,0.025
245,54068.276435,18.394,0.018
246,54068.277268,18.134,0.013
247,54068.278102,18.848,0.033
248,54068.278935,18.057,0.028
249,54068.279768,18.544,0.016
250,54357.334131,18.271,0.024
251,54357.334964,18.06,0.02
252,54357.335798,-99.0,0.02
253,54357.336631,17.956,0.024
254,54357.337464,18.411,0.025
255,54359.365872,18.264,0.023
256,54359.366705,18.063,0.02
257,54359.367538,18.604,0.023
258,54359.368372,18.008,0.048
259,54359.369205,18.395,0.024
260,54362.38395,18.267,0.018
261,54362.384783,18.034,0.019
262,54362.385617,18.636,0.017
263,54362.38645,17.97,0.023
264,54362.387283,18.412,0.016
265,54376.379039,18.252,0.029
266,54376.379873,18.038,0.018
267,54376.380706,18.618,0.021
268,54376.381539,18.022,0.022
269,54376.382373,18.4,0.029
270,54382.364177,18.262,0.029
271,54382.36501,18.034,0.019
272,54382.365844,18.637,0.025
273,54382.366677,18.035,0.032
274,54382.36751,18.348,0.023
275,54385.381993,18.26,0.018
276,54385.382827,18.009,0.028
277,54385.38366,-99.0,0.027
278,54385.384493,18.001,0.025
279,54385.385327,18.402,0.017
280,54387.382472,18.307,0.037
281,54387.383306,-99.0,0.04
282,54387.384139,18.601,0.032
283,54387.384972,18.037,0.027
284,54387.385806,18.392,0.057
285,54390.374864,-99.0,0.019
286,54390.375698,-99.0,0.042
287,54390.376531,-99.0,0.713
288,54390.377364,-99.0,0.03
289,54390.378198,18.347,0.012
290,54391.383301,18.282,0.029
291,54391.384135,18.027,0.021
292,54391.384968,-99.0,0.029
293,54391.385801,18.035,0.039
294,54391.386635,18.353,0.013
295,54402.375632,18.276,0.018
296,54402.376466,18.03,0.024
297,54402.377299,18.733,0.046
298,54402.378132,18.01,0.033
299,54402.378966,18.418,0.028
