Unnamed: 0,mjd,mag,magerr
0,51081.341786,18.37,0.008
1,51081.342619,18.053,0.009
2,51081.343453,18.707,0.019
3,51081.344286,18.005,0.025
4,51081.345119,18.478,0.008
5,51819.412937,18.316,0.008
6,51819.41377,18.068,0.009
7,51819.414604,-99.0,0.019
8,51819.415437,18.057,0.024
9,51819.41627,18.469,0.008
10,52288.072036,18.465,0.009
11,52288.072869,18.154,0.009
12,52288.073703,18.901,0.02
13,52288.074536,18.123,0.021
14,52288.075369,18.607,0.008
15,52551.345331,18.451,0.009
16,52551.346164,18.168,0.009
17,52551.346998,18.784,0.02
18,52551.347831,18.107,0.025
19,52551.348664,18.552,0.009
20,52558.378206,18.429,0.008
21,52558.379039,18.146,0.009
22,52558.379873,18.863,0.019
23,52558.380706,18.097,0.02
24,52558.381539,18.578,0.008
25,52577.265711,18.43,0.008
26,52577.266544,18.159,0.009
27,52577.267378,18.873,0.019
28,52577.268211,18.081,0.021
29,52577.269044,18.538,0.008
30,52910.349667,18.436,0.008
31,52910.3505,18.172,0.009
32,52910.351334,18.772,0.019
33,52910.352167,18.063,0.021
34,52910.353,18.543,0.008
35,52931.279871,18.4,0.008
36,52931.280704,18.155,0.009
37,52931.281538,18.717,0.018
38,52931.282371,18.066,0.021
39,52931.283204,18.522,0.008
40,52935.276835,18.393,0.009
41,52935.277668,18.135,0.01
42,52935.278502,18.716,0.019
43,52935.279335,18.125,0.027
44,52935.280168,18.486,0.008
45,52963.199909,18.398,0.008
46,52963.200742,18.158,0.009
47,52963.201576,18.733,0.017
48,52963.202409,18.092,0.019
49,52963.203242,18.535,0.008
50,52971.190825,18.4,0.008
51,52971.191658,18.146,0.008
52,52971.192492,18.752,0.018
53,52971.193325,18.118,0.021
54,52971.194158,18.494,0.008
55,53351.122212,18.457,0.008
56,53351.123045,18.171,0.01
57,53351.123879,18.856,0.02
58,53351.124712,18.208,0.026
59,53351.125545,18.605,0.008
60,53352.170975,18.456,0.009
61,53352.171808,18.183,0.01
62,53352.172642,18.906,0.021
63,53352.173475,18.219,0.028
64,53352.174308,18.648,0.009
