Unnamed: 0,mjd,mag,magerr
0,51081.343716,16.36,0.004
1,51081.344549,15.023,0.003
2,51081.345383,20.195,0.066
3,51081.346216,14.334,0.004
4,51081.347049,17.813,0.005
5,51819.414886,16.333,0.004
6,51819.415719,15.016,0.003
7,51819.416553,20.511,0.083
8,51819.417386,14.309,0.004
9,51819.418219,17.801,0.006
10,52288.073979,16.352,0.004
11,52288.074812,15.034,0.003
12,52288.075646,20.388,0.063
13,52288.076479,14.326,0.004
14,52288.077312,17.833,0.006
15,52551.347272,16.357,0.004
16,52551.348105,15.029,0.003
17,52551.348939,20.258,0.073
18,52551.349772,14.311,0.004
19,52551.350605,17.793,0.006
20,52576.213198,16.347,0.006
21,52576.214031,15.019,0.005
22,52576.214865,20.301,0.063
23,52576.215698,14.306,0.006
24,52576.216531,17.799,0.007
25,52577.267653,16.358,0.004
26,52577.268486,15.036,0.003
27,52577.26932,20.491,0.068
28,52577.270153,14.325,0.014
29,52577.270986,17.798,0.006
30,52910.351609,16.351,0.004
31,52910.352442,15.022,0.003
32,52910.353276,20.263,0.061
33,52910.354109,14.326,0.004
34,52910.354942,17.817,0.006
35,52935.278777,16.36,0.004
36,52935.27961,15.025,0.003
37,52935.280444,20.443,0.073
38,52935.281277,14.335,0.004
39,52935.28211,17.819,0.006
40,52971.192768,16.344,0.004
41,52971.193601,15.029,0.003
42,52971.194435,20.359,0.066
43,52971.195268,14.308,0.003
44,52971.196101,17.795,0.006
45,53351.124155,16.363,0.004
46,53351.124988,15.034,0.003
47,53351.125822,20.342,0.068
48,53351.126655,14.331,0.004
49,53351.127488,17.838,0.006
50,53352.172919,16.364,0.004
51,53352.173752,15.026,0.003
52,53352.174586,20.307,0.069
53,53352.175419,14.321,0.004
54,53352.176252,17.838,0.006
55,53622.381214,16.336,0.004
56,53622.382047,15.022,0.003
57,53622.382881,20.361,0.09
58,53622.383714,14.318,0.004
59,53622.384547,17.811,0.006
60,53634.330685,16.337,0.004
61,53634.331518,15.025,0.003
62,53634.332352,20.088,0.167
63,53634.333185,14.363,0.004
64,53634.334018,-99.0,0.012
65,53655.308228,16.347,0.004
66,53655.309061,15.024,0.003
67,53655.309895,20.321,0.091
68,53655.310728,14.326,0.004
69,53655.311561,17.809,0.006
70,53669.292429,16.342,0.004
71,53669.293262,15.031,0.003
72,53669.294096,20.344,0.063
73,53669.294929,14.338,0.004
74,53669.295762,17.807,0.006
75,53671.377187,16.336,0.004
76,53671.37802,15.02,0.003
77,53671.378854,20.534,0.118
78,53671.379687,14.326,0.004
79,53671.38052,17.788,0.006
80,53674.276666,16.355,0.004
81,53674.277499,15.032,0.003
82,53674.278333,20.307,0.084
83,53674.279166,14.321,0.004
84,53674.279999,17.791,0.006
85,53676.36613,16.329,0.004
86,53676.366963,15.033,0.003
87,53676.367797,20.445,0.101
88,53676.36863,14.347,0.004
89,53676.369463,17.804,0.006
90,53679.338028,16.349,0.005
91,53679.338861,15.023,0.004
92,53679.339695,20.208,0.085
93,53679.340528,14.326,0.005
94,53679.341361,17.806,0.006
95,53694.302474,16.353,0.004
96,53694.303307,15.024,0.003
97,53694.304141,20.122,0.2
98,53694.304974,14.314,0.004
99,53694.305807,17.806,0.01
100,53697.286566,16.353,0.004
101,53697.287399,15.026,0.003
102,53697.288233,20.275,0.111
103,53697.289066,14.298,0.004
104,53697.289899,17.795,0.007
105,53700.285522,16.359,0.004
106,53700.286355,15.038,0.003
107,53700.287189,20.228,0.09
108,53700.288022,14.332,0.004
109,53700.288855,17.804,0.006
110,53705.272192,16.358,0.004
111,53705.273025,15.038,0.003
112,53705.273859,20.344,0.08
113,53705.274692,14.331,0.004
114,53705.275525,17.818,0.006
115,53975.357193,16.462,0.013
116,53975.358026,15.128,0.014
117,53975.35886,20.605,0.072
118,53975.359693,14.445,0.016
119,53975.360526,17.908,0.017
120,53990.370061,16.461,0.011
121,53990.370895,15.144,0.011
122,53990.371728,20.396,0.101
123,53990.372561,14.453,0.018
124,53990.373395,17.894,0.043
125,53994.380186,16.455,0.012
126,53994.38102,15.118,0.012
127,53994.381853,20.492,0.066
128,53994.382686,14.43,0.01
129,53994.38352,17.915,0.015
130,53996.363929,16.442,0.016
131,53996.364763,15.085,0.015
132,53996.365596,20.323,0.064
133,53996.366429,14.395,0.014
134,53996.367263,17.868,0.017
135,54010.318036,16.517,0.012
136,54010.31887,15.152,0.015
137,54010.319703,20.672,0.066
138,54010.320536,14.488,0.01
139,54010.32137,17.968,0.015
140,54012.310891,16.518,0.015
141,54012.311724,15.133,0.012
142,54012.312558,20.574,0.127
143,54012.313391,14.429,0.008
144,54012.314224,17.957,0.014
145,54020.316906,16.467,0.011
146,54020.317739,15.117,0.011
147,54020.318572,20.508,0.094
148,54020.319406,14.429,0.008
149,54020.320239,17.947,0.011
150,54024.398455,16.411,0.015
151,54024.399288,15.071,0.017
152,54024.400121,20.073,0.096
153,54024.400955,14.378,0.018
154,54024.401788,17.84,0.025
155,54028.386747,16.423,0.019
156,54028.387581,15.09,0.016
157,54028.388414,20.419,0.081
158,54028.389247,14.447,0.011
159,54028.390081,17.906,0.022
160,54035.386177,16.374,0.017
161,54035.387011,15.103,0.013
162,54035.387844,20.215,0.096
163,54035.388677,14.383,0.016
164,54035.389511,17.832,0.018
165,54037.291678,16.469,0.012
166,54037.292512,15.133,0.011
167,54037.293345,20.461,0.058
168,54037.294178,14.463,0.013
169,54037.295012,17.953,0.016
170,54040.306152,16.438,0.014
171,54040.306985,15.118,0.009
172,54040.307819,20.318,0.093
173,54040.308652,14.462,0.011
174,54040.309485,17.949,0.016
175,54049.332602,16.4,0.015
176,54049.333436,15.09,0.013
177,54049.334269,20.448,0.165
178,54049.335102,14.427,0.022
179,54049.335936,17.866,0.013
180,54053.29692,16.432,0.012
181,54053.297753,15.14,0.019
182,54053.298586,20.572,0.079
183,54053.29942,14.447,0.013
184,54053.300253,17.908,0.015
185,54056.298619,16.417,0.012
186,54056.299452,15.104,0.021
187,54056.300285,20.217,0.085
188,54056.301119,14.417,0.015
189,54056.301952,17.903,0.026
190,54059.292923,16.426,0.019
191,54059.293757,15.096,0.021
192,54059.29459,20.609,0.099
193,54059.295423,14.418,0.019
194,54059.296257,17.875,0.017
195,54061.303968,16.396,0.013
196,54061.304801,15.091,0.013
197,54061.305634,20.228,0.089
198,54061.306468,14.391,0.016
199,54061.307301,-99.0,0.036
200,54068.278365,16.421,0.008
201,54068.279199,15.121,0.013
202,54068.280032,20.394,0.126
203,54068.280865,14.417,0.012
204,54068.281699,17.902,0.018
205,54359.367798,16.446,0.02
206,54359.368631,15.125,0.013
207,54359.369465,20.267,0.07
208,54359.370298,14.45,0.01
209,54359.371131,17.919,0.012
210,54362.385888,16.497,0.016
211,54362.386721,15.15,0.013
212,54362.387554,20.641,0.063
213,54362.388388,14.462,0.013
214,54362.389221,17.992,0.018
215,54382.366093,16.419,0.013
216,54382.366926,15.102,0.017
217,54382.36776,20.329,0.089
218,54382.368593,14.394,0.011
219,54382.369426,17.84,0.015
220,54387.384394,16.414,0.012
221,54387.385228,15.087,0.019
222,54387.386061,20.131,0.077
223,54387.386894,14.378,0.02
224,54387.387728,-99.0,0.05
225,54390.376799,-99.0,0.045
226,54390.377632,15.082,0.007
227,54390.378465,20.267,0.081
228,54390.379299,14.39,0.011
229,54390.380132,17.927,0.017
230,54391.385233,16.378,0.016
231,54391.386066,15.079,0.022
232,54391.386899,20.111,0.095
233,54391.387733,14.382,0.011
234,54391.388566,17.847,0.014
235,54402.37758,16.447,0.015
236,54402.378413,15.115,0.014
237,54402.379247,20.885,0.292
238,54402.38008,14.451,0.02
239,54402.380913,-99.0,0.018
